Part Type,Part Number,Schematic Part,Part Value,Current Rating (Amps),Current - Saturation,DC Resistance (DCR),Frequency - Self Resonant,Inductance Frequency - Test,Q @ Freq,Inductance,Tolerance,Voltage,Material - Core,Allegro PCB Footprint,Package / Case,Pspice Model,Power,Availability,Data Sheet,Description,Mounting Type,Height - Seated (Max),Size,Number of Pins,Operating Temperature,Distributor Part Number,Manufacturer,Manufacturer Part Number,Price,ActivepartsID
INDUCTOR POWER,SRR6028-102Y,inductors\Inductor,1mH,150mA,170mA,4.5Ohm Max,7MHz,100kHz,32 @ 252kHz,1mH,±30%,,Ferrite,,Nonstandard,L,,,https://www.bourns.com/docs/Product-Datasheets/SRR6028.pdf,FIXED IND 1MH 150MA 4.5 OHM SMD,Surface Mount,0.118 (3.00mm),0.268 L x 0.268 W (6.80mm x 6.80mm),2,-40°C ~ 125°C,,Bourns Inc.,,,
INDUCTOR POWER,SRR6028-330Y,inductors\Inductor,33uH,1.15A,920mA,155mOhm Max,18MHz,100kHz,10 @ 2.52MHz,33uH,±30%,,Ferrite,,Nonstandard,L,,,https://www.bourns.com/docs/Product-Datasheets/SRR6028.pdf,FIXED IND 33UH 1.15A 155MOHM SMD,Surface Mount,0.118 (3.00mm),0.268 L x 0.268 W (6.80mm x 6.80mm),2,-40°C ~ 125°C,,Bourns Inc.,,,
INDUCTOR POWER,SRR6028-680Y,inductors\Inductor,68uH,800mA,600mA,300mOhm Max,15MHz,100kHz,11 @ 796kHz,68uH,±30%,,Ferrite,,Nonstandard,L,,,https://www.bourns.com/docs/Product-Datasheets/SRR6028.pdf,FIXED IND 68UH 800MA 300MOHM SMD,Surface Mount,0.118 (3.00mm),0.268 L x 0.268 W (6.80mm x 6.80mm),2,-40°C ~ 125°C,,Bourns Inc.,,,
INDUCTOR POWER,SRR6028-820Y,inductors\Inductor,82uH,700mA,560mA,400mOhm Max,14MHz,100kHz,9 @ 796kHz,82uH,±30%,,Ferrite,,Nonstandard,L,,,https://www.bourns.com/docs/Product-Datasheets/SRR6028.pdf,FIXED IND 82UH 700MA 400MOHM SMD,Surface Mount,0.118 (3.00mm),0.268 L x 0.268 W (6.80mm x 6.80mm),2,-40°C ~ 125°C,,Bourns Inc.,,,
INDUCTOR POWER,SRR6028-100Y,inductors\Inductor,10uH,2A,1.7A,65mOhm Max,25MHz,100kHz,11 @ 2.52MHz,10uH,±30%,,Ferrite,,Nonstandard,L,,,https://www.bourns.com/docs/Product-Datasheets/SRR6028.pdf,FIXED IND 10UH 2A 65 MOHM SMD,Surface Mount,0.118 (3.00mm),0.268 L x 0.268 W (6.80mm x 6.80mm),2,-40°C ~ 125°C,,Bourns Inc.,,,
INDUCTOR POWER,SRR6028-6R0Y,inductors\Inductor,6uH,2.3A,2A,40mOhm Max,35MHz,100kHz,9 @ 7.96MHz,6uH,±30%,,Ferrite,,Nonstandard,L,,,https://www.bourns.com/docs/Product-Datasheets/SRR6028.pdf,FIXED IND 6UH 2.3A 40 MOHM SMD,Surface Mount,0.118 (3.00mm),0.268 L x 0.268 W (6.80mm x 6.80mm),2,-40°C ~ 125°C,,Bourns Inc.,,,
INDUCTOR POWER,SRR6028-5R0Y,inductors\Inductor,5uH,2.4A,2.1A,36mOhm Max,38MHz,100kHz,7.5 @ 7.96MHz,5uH,±30%,,Ferrite,,Nonstandard,L,,,https://www.bourns.com/docs/Product-Datasheets/SRR6028.pdf,FIXED IND 5UH 2.4A 36 MOHM SMD,Surface Mount,0.118 (3.00mm),0.268 L x 0.268 W (6.80mm x 6.80mm),2,-40°C ~ 125°C,,Bourns Inc.,,,
INDUCTOR POWER,SRR6028-470Y,inductors\Inductor,47uH,920mA,720mA,235mOhm Max,16MHz,100kHz,10 @ 2.52MHz,47uH,±30%,,Ferrite,,Nonstandard,L,,,https://www.bourns.com/docs/Product-Datasheets/SRR6028.pdf,FIXED IND 47UH 920MA 235MOHM SMD,Surface Mount,0.118 (3.00mm),0.268 L x 0.268 W (6.80mm x 6.80mm),2,-40°C ~ 125°C,,Bourns Inc.,,,
INDUCTOR POWER,SRR6028-331Y,inductors\Inductor,330uH,370mA,270mA,1.4Ohm Max,10MHz,100kHz,11 @ 796kHz,330uH,±30%,,Ferrite,,Nonstandard,L,,,https://www.bourns.com/docs/Product-Datasheets/SRR6028.pdf,FIXED IND 330UH 370MA 1.4OHM SMD,Surface Mount,0.118 (3.00mm),0.268 L x 0.268 W (6.80mm x 6.80mm),2,-40°C ~ 125°C,,Bourns Inc.,,,
INDUCTOR POWER,MAKK2520TR47M,inductors\Inductor,470nH,3.2A,3.9A,46mOhm Max,,2MHz,,470nH,±20%,,Metal,,1008 (2520 Metric),L,,,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=MAKK2520TR47M  &u=M,FIXED IND 470NH 3.2A 46 MOHM SMD,Surface Mount,0.039 (1.00mm),0.098 L x 0.079 W (2.50mm x 2.00mm),2,-40°C ~ 105°C,,Taiyo Yuden,,,
INDUCTOR POWER,MAMK2520T1R0M,inductors\Inductor,1uH,2.7A,3.1A,59mOhm Max,,2MHz,,1uH,±20%,,Metal,,1008 (2520 Metric),L,,,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=MAMK2520T1R0M  &u=M,FIXED IND 1UH 2.7A 59 MOHM SMD,Surface Mount,0.047 (1.20mm),0.098 L x 0.079 W (2.50mm x 2.00mm),2,-40°C ~ 105°C,,Taiyo Yuden,,,
INDUCTOR POWER,MAKK2520T4R7M,inductors\Inductor,4.7uH,1.1A,1.3A,300mOhm Max,,2MHz,,4.7uH,±20%,,Metal,,1008 (2520 Metric),L,,,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=MAKK2520T4R7M  &u=M,FIXED IND 4.7UH 1.1A 300 MOHM,Surface Mount,0.039 (1.00mm),0.098 L x 0.079 W (2.50mm x 2.00mm),2,-40°C ~ 105°C,,Taiyo Yuden,,,
INDUCTOR POWER,MAMK2520TR47M,inductors\Inductor,470nH,3.4A,4.2A,39mOhm Max,,2MHz,,470nH,±20%,,Metal,,1008 (2520 Metric),L,,,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=MAMK2520TR47M  &u=M,FIXED IND 470NH 3.4A 39 MOHM SMD,Surface Mount,0.047 (1.20mm),0.098 L x 0.079 W (2.50mm x 2.00mm),2,-40°C ~ 105°C,,Taiyo Yuden,,,
INDUCTOR POWER,MAKK2520T1R0M,inductors\Inductor,1uH,2.5A,2.7A,72mOhm Max,,2MHz,,1uH,±20%,,Metal,,1008 (2520 Metric),L,,,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=MAKK2520T1R0M  &u=M,FIXED IND 1UH 2.5A 72 MOHM SMD,Surface Mount,0.039 (1.00mm),0.098 L x 0.079 W (2.50mm x 2.00mm),2,-40°C ~ 105°C,,Taiyo Yuden,,,
INDUCTOR POWER,MAMK2520T2R2M,inductors\Inductor,2.2uH,1.9A,2A,117mOhm Max,,2MHz,,2.2uH,±20%,,Metal,,1008 (2520 Metric),L,,,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=MAMK2520T2R2M  &u=M,FIXED IND 2.2UH 1.9A 117 MOHM,Surface Mount,0.047 (1.20mm),0.098 L x 0.079 W (2.50mm x 2.00mm),2,-40°C ~ 105°C,,Taiyo Yuden,,,
INDUCTOR POWER,MAMK2520T4R7M,inductors\Inductor,4.7uH,1.3A,1.5A,260mOhm Max,,2MHz,,4.7uH,±20%,,Metal,,1008 (2520 Metric),L,,,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=MAMK2520T4R7M  &u=M,FIXED IND 4.7UH 1.3A 260 MOHM,Surface Mount,0.047 (1.20mm),0.098 L x 0.079 W (2.50mm x 2.00mm),2,-40°C ~ 105°C,,Taiyo Yuden,,,
INDUCTOR POWER,MAKK2520T2R2M,inductors\Inductor,2.2uH,1.5A,1.9A,156mOhm Max,,2MHz,,2.2uH,±20%,,Metal,,1008 (2520 Metric),L,,,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=MAKK2520T2R2M  &u=M,FIXED IND 2.2UH 1.5A 156 MOHM,Surface Mount,0.039 (1.00mm),0.098 L x 0.079 W (2.50mm x 2.00mm),2,-40°C ~ 105°C,,Taiyo Yuden,,,
INDUCTOR POWER,MAMK2520T3R3M,inductors\Inductor,3.3uH,1.7A,1.8A,156mOhm Max,,2MHz,,3.3uH,±20%,,Metal,,1008 (2520 Metric),L,,,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=MAMK2520T3R3M  &u=M,FIXED IND 3.3UH 1.7A 156 MOHM,Surface Mount,0.047 (1.20mm),0.098 L x 0.079 W (2.50mm x 2.00mm),2,-40°C ~ 105°C,,Taiyo Yuden,,,
INDUCTOR POWER,SLF10145T-221MR65-PF,inductors\Inductor,220uH,700mA,650mA,564mOhm Max,,1kHz,,220uH,±20%,,Ferrite,,Nonstandard,L,,,https://product.tdk.com/info/en/catalog/datasheets/inductor_commercial_power_slf10145_en.pdf?ref_disty=digikey,FIXED IND 220UH 700MA 564 MOHM,Surface Mount,0.189 (4.80mm),0.398 L x 0.398 W (10.10mm x 10.10mm),2,-40°C ~ 105°C,,TDK Corporation,,,
INDUCTOR POWER,SLF10145T-470M1R4-PF,inductors\Inductor,47uH,1.5A,1.4A,120mOhm Max,,1kHz,,47uH,±20%,,Ferrite,,Nonstandard,L,,,https://product.tdk.com/info/en/catalog/datasheets/inductor_commercial_power_slf10145_en.pdf?ref_disty=digikey,FIXED IND 47UH 1.5A 120 MOHM SMD,Surface Mount,0.189 (4.80mm),0.398 L x 0.398 W (10.10mm x 10.10mm),2,-40°C ~ 105°C,,TDK Corporation,,,
INDUCTOR POWER,SLF10145T-471MR47-PF,inductors\Inductor,470uH,470mA,470mA,1.236Ohm Max,,1kHz,,470uH,±20%,,Ferrite,,Nonstandard,L,,,https://product.tdk.com/info/en/catalog/datasheets/inductor_commercial_power_slf10145_en.pdf?ref_disty=digikey,FIXED IND 470UH 470MA 1.236 OHM,Surface Mount,0.189 (4.80mm),0.398 L x 0.398 W (10.10mm x 10.10mm),2,-40°C ~ 105°C,,TDK Corporation,,,
INDUCTOR POWER,SLF10145T-680M1R2-PF,inductors\Inductor,68uH,1.3A,1.2A,168mOhm Max,,1kHz,,68uH,±20%,,Ferrite,,Nonstandard,L,,,https://product.tdk.com/info/en/catalog/datasheets/inductor_commercial_power_slf10145_en.pdf?ref_disty=digikey,FIXED IND 68UH 1.3A 168 MOHM SMD,Surface Mount,0.189 (4.80mm),0.398 L x 0.398 W (10.10mm x 10.10mm),2,-40°C ~ 105°C,,TDK Corporation,,,
INDUCTOR POWER,SLF10145T-331MR54-PF,inductors\Inductor,330uH,580mA,540mA,816mOhm Max,,1kHz,,330uH,±20%,,Ferrite,,Nonstandard,L,,,https://product.tdk.com/info/en/catalog/datasheets/inductor_commercial_power_slf10145_en.pdf?ref_disty=digikey,FIXED IND 330UH 580MA 816 MOHM,Surface Mount,0.189 (4.80mm),0.398 L x 0.398 W (10.10mm x 10.10mm),2,-40°C ~ 105°C,,TDK Corporation,,,
INDUCTOR POWER,SLF10145T-152MR22-PF,inductors\Inductor,1.5mH,260mA,220mA,4.08Ohm Max,,1kHz,,1.5mH,±20%,,Ferrite,,Nonstandard,L,,,https://product.tdk.com/info/en/catalog/datasheets/inductor_commercial_power_slf10145_en.pdf?ref_disty=digikey,FIXED IND 1.5MH 260MA 4.08 OHM,Surface Mount,0.189 (4.80mm),0.398 L x 0.398 W (10.10mm x 10.10mm),2,-40°C ~ 105°C,,TDK Corporation,,,
INDUCTOR POWER,SLF10145T-3R3N3R7-PF,inductors\Inductor,3.3uH,3.7A,4.9A,19.3mOhm Max,,1kHz,,3.3uH,±30%,,Ferrite,,Nonstandard,L,,,https://product.tdk.com/info/en/catalog/datasheets/inductor_commercial_power_slf10145_en.pdf?ref_disty=digikey,FIXED IND 3.3UH 3.7A 16.1 MOHM,Surface Mount,0.189 (4.80mm),0.398 L x 0.398 W (10.10mm x 10.10mm),2,-40°C ~ 105°C,,TDK Corporation,,,
INDUCTOR POWER,SLF10145T-101M1R0-PF,inductors\Inductor,100uH,1.1A,1A,240mOhm Max,,1kHz,,100uH,±20%,,Ferrite,,Nonstandard,L,,,https://product.tdk.com/info/en/catalog/datasheets/inductor_commercial_power_slf10145_en.pdf?ref_disty=digikey,FIXED IND 100UH 1.1A 240 MOHM,Surface Mount,0.189 (4.80mm),0.398 L x 0.398 W (10.10mm x 10.10mm),2,-40°C ~ 105°C,,TDK Corporation,,,
INDUCTOR POWER,SLF10145T-5R6M3R2-PF,inductors\Inductor,5.6uH,3.2A,3.8A,26.4mOhm Max,,1kHz,,5.6uH,±20%,,Ferrite,,Nonstandard,L,,,https://product.tdk.com/info/en/catalog/datasheets/inductor_commercial_power_slf10145_en.pdf?ref_disty=digikey,FIXED IND 5.6UH 3.2A 22 MOHM SMD,Surface Mount,0.189 (4.80mm),0.398 L x 0.398 W (10.10mm x 10.10mm),2,-40°C ~ 105°C,,TDK Corporation,,,
INDUCTOR POWER,SLF10145T-100M2R5-PF,inductors\Inductor,10uH,2.5A,3A,43.7mOhm Max,,1kHz,,10uH,±20%,,Ferrite,,Nonstandard,L,,,https://product.tdk.com/info/en/catalog/datasheets/inductor_commercial_power_slf10145_en.pdf?ref_disty=digikey,FIXED IND 10UH 2.5A 43.7 MOHM,Surface Mount,0.189 (4.80mm),0.398 L x 0.398 W (10.10mm x 10.10mm),2,-40°C ~ 105°C,,TDK Corporation,,,
INDUCTOR POWER,SLF10145T-330M1R6-PF,inductors\Inductor,33uH,1.7A,1.6A,97.8mOhm Max,,1kHz,,33uH,±20%,,Ferrite,,Nonstandard,L,,,https://product.tdk.com/info/en/catalog/datasheets/inductor_commercial_power_slf10145_en.pdf?ref_disty=digikey,FIXED IND 33UH 1.7A 97.8 MOHM,Surface Mount,0.189 (4.80mm),0.398 L x 0.398 W (10.10mm x 10.10mm),2,-40°C ~ 105°C,,TDK Corporation,,,
INDUCTOR POWER,SLF10145T-102MR29-PF,inductors\Inductor,1mH,290mA,320mA,3.36Ohm Max,,1kHz,,1mH,±20%,,Ferrite,,Nonstandard,L,,,https://product.tdk.com/info/en/catalog/datasheets/inductor_commercial_power_slf10145_en.pdf?ref_disty=digikey,FIXED IND 1MH 290MA 3.36 OHM SMD,Surface Mount,0.189 (4.80mm),0.398 L x 0.398 W (10.10mm x 10.10mm),2,-40°C ~ 105°C,,TDK Corporation,,,
INDUCTOR POWER,SLF10145T-220M1R9-PF,inductors\Inductor,22uH,1.9A,2.1A,70.9mOhm Max,,1kHz,,22uH,±20%,,Ferrite,,Nonstandard,L,,,https://product.tdk.com/info/en/catalog/datasheets/inductor_commercial_power_slf10145_en.pdf?ref_disty=digikey,FIXED IND 22UH 1.9A 70.9 MOHM,Surface Mount,0.189 (4.80mm),0.398 L x 0.398 W (10.10mm x 10.10mm),2,-40°C ~ 105°C,,TDK Corporation,,,
INDUCTOR POWER,SLF10145T-150M2R2-PF,inductors\Inductor,15uH,2.2A,2.4A,56.6mOhm Max,,1kHz,,15uH,±20%,,Ferrite,,Nonstandard,L,,,https://product.tdk.com/info/en/catalog/datasheets/inductor_commercial_power_slf10145_en.pdf?ref_disty=digikey,FIXED IND 15UH 2.2A 56.6 MOHM,Surface Mount,0.189 (4.80mm),0.398 L x 0.398 W (10.10mm x 10.10mm),2,-40°C ~ 105°C,,TDK Corporation,,,
INDUCTOR POWER,SLF10145T-151MR79-PF,inductors\Inductor,150uH,810mA,790mA,420mOhm Max,,1kHz,,150uH,±20%,,Ferrite,,Nonstandard,L,,,https://product.tdk.com/info/en/catalog/datasheets/inductor_commercial_power_slf10145_en.pdf?ref_disty=digikey,FIXED IND 150UH 810MA 420 MOHM,Surface Mount,0.189 (4.80mm),0.398 L x 0.398 W (10.10mm x 10.10mm),2,-40°C ~ 105°C,,TDK Corporation,,,
INDUCTOR POWER,SLF10145T-681MR38-PF,inductors\Inductor,680uH,380mA,380mA,1.92Ohm Max,,1kHz,,680uH,±20%,,Ferrite,,Nonstandard,L,,,https://product.tdk.com/info/en/catalog/datasheets/inductor_commercial_power_slf10145_en.pdf?ref_disty=digikey,FIXED IND 680UH 380MA 1.92 OHM,Surface Mount,0.189 (4.80mm),0.398 L x 0.398 W (10.10mm x 10.10mm),2,-40°C ~ 105°C,,TDK Corporation,,,
INDUCTOR POWER,SLF10165T-2R2N6R33PF,inductors\Inductor,2.2uH,6.3A,8.9A,10.9mOhm Max,,100kHz,,2.2uH,±30%,,Ferrite,,Nonstandard,L,,,https://product.tdk.com/info/en/catalog/datasheets/inductor_commercial_power_slf10165_en.pdf?ref_disty=digikey,FIXED IND 2.2UH 6.3A 8.4 MOHM,Surface Mount,0.268 (6.80mm),0.398 L x 0.398 W (10.10mm x 10.10mm),2,-40°C ~ 105°C,,TDK Corporation,,,
INDUCTOR POWER,SLF10165T-6R8N4R33PF,inductors\Inductor,6.8uH,4.3A,4.6A,18.2mOhm Max,,100kHz,,6.8uH,±30%,,Ferrite,,Nonstandard,L,,,https://product.tdk.com/info/en/catalog/datasheets/inductor_commercial_power_slf10165_en.pdf?ref_disty=digikey,FIXED IND 6.8UH 4.3A 14 MOHM SMD,Surface Mount,0.268 (6.80mm),0.398 L x 0.398 W (10.10mm x 10.10mm),2,-40°C ~ 105°C,,TDK Corporation,,,
INDUCTOR POWER,SLF10165T-220M2R43PF,inductors\Inductor,22uH,2.4A,2.7A,53.8mOhm Max,,100kHz,,22uH,±20%,,Ferrite,,Nonstandard,L,,,https://product.tdk.com/info/en/catalog/datasheets/inductor_commercial_power_slf10165_en.pdf?ref_disty=digikey,FIXED IND 22UH 2.4A 44.8 MOHM,Surface Mount,0.268 (6.80mm),0.398 L x 0.398 W (10.10mm x 10.10mm),2,-40°C ~ 105°C,,TDK Corporation,,,
INDUCTOR POWER,SLF10165T-100M3R83PF,inductors\Inductor,10uH,3.8A,4.1A,22.2mOhm Max,,100kHz,,10uH,±20%,,Ferrite,,Nonstandard,L,,,https://product.tdk.com/info/en/catalog/datasheets/inductor_commercial_power_slf10165_en.pdf?ref_disty=digikey,FIXED IND 10UH 3.8A 18.5 MOHM,Surface Mount,0.268 (6.80mm),0.398 L x 0.398 W (10.10mm x 10.10mm),2,-40°C ~ 105°C,,TDK Corporation,,,
INDUCTOR POWER,SLF10165T-1R5N6R83PF,inductors\Inductor,1.5uH,6.8A,10.7A,8.71mOhm Max,,100kHz,,1.5uH,±30%,,Ferrite,,Nonstandard,L,,,https://product.tdk.com/info/en/catalog/datasheets/inductor_commercial_power_slf10165_en.pdf?ref_disty=digikey,FIXED IND 1.5UH 6.8A 6.7 MOHM,Surface Mount,0.268 (6.80mm),0.398 L x 0.398 W (10.10mm x 10.10mm),2,-40°C ~ 105°C,,TDK Corporation,,,
INDUCTOR POWER,SLF10165T-150M3R13PF,inductors\Inductor,15uH,3.1A,3.1A,32.4mOhm Max,,100kHz,,15uH,±20%,,Ferrite,,Nonstandard,L,,,https://product.tdk.com/info/en/catalog/datasheets/inductor_commercial_power_slf10165_en.pdf?ref_disty=digikey,FIXED IND 15UH 3.1A 27 MOHM SMD,Surface Mount,0.268 (6.80mm),0.398 L x 0.398 W (10.10mm x 10.10mm),2,-40°C ~ 105°C,,TDK Corporation,,,
INDUCTOR POWER,SLF10165T-3R3N5R83PF,inductors\Inductor,3.3uH,5.8A,7.8A,12.5mOhm Max,,100kHz,,3.3uH,±30%,,Ferrite,,Nonstandard,L,,,https://product.tdk.com/info/en/catalog/datasheets/inductor_commercial_power_slf10165_en.pdf?ref_disty=digikey,FIXED IND 3.3UH 5.8A 9.6 MOHM,Surface Mount,0.268 (6.80mm),0.398 L x 0.398 W (10.10mm x 10.10mm),2,-40°C ~ 105°C,,TDK Corporation,,,
INDUCTOR POWER,SLF12555T-681MR43-PF,inductors\Inductor,680uH,730mA,430mA,912mOhm Max,,1kHz,,680uH,±20%,,Ferrite,,Nonstandard,L,,,https://product.tdk.com/info/en/catalog/datasheets/inductor_commercial_power_slf12555_en.pdf?ref_disty=digikey,FIXED IND 680UH 430MA 760 MOHM,Surface Mount,0.228 (5.80mm),0.492 L x 0.492 W (12.50mm x 12.50mm),2,-40°C ~ 105°C,,TDK Corporation,,,
INDUCTOR POWER,SLF12555T-150M2R8-PF,inductors\Inductor,15uH,3.9A,2.8A,25.9mOhm,,1kHz,,15uH,±20%,,Ferrite,,Nonstandard,L,,,https://product.tdk.com/info/en/catalog/datasheets/inductor_commercial_power_slf12555_en.pdf?ref_disty=digikey,FIXED IND 15UH 2.8A 25.9 MOHM,Surface Mount,0.228 (5.80mm),0.492 L x 0.492 W (12.50mm x 12.50mm),2,-40°C ~ 105°C,,TDK Corporation,,,
INDUCTOR POWER,SLF12555T-101M1R1-PF,inductors\Inductor,100uH,1.8A,1.1A,140.4mOhm Max,,1kHz,,100uH,±20%,,Ferrite,,Nonstandard,L,,,https://product.tdk.com/info/en/catalog/datasheets/inductor_commercial_power_slf12555_en.pdf?ref_disty=digikey,FIXED IND 100UH 1.1A 117 MOHM,Surface Mount,0.228 (5.80mm),0.492 L x 0.492 W (12.50mm x 12.50mm),2,-40°C ~ 105°C,,TDK Corporation,,,
INDUCTOR POWER,SLF12555T-330M1R9-PF,inductors\Inductor,33uH,3.1A,1.9A,49.8mOhm Max,,1kHz,,33uH,±20%,,Ferrite,,Nonstandard,L,,,https://product.tdk.com/info/en/catalog/datasheets/inductor_commercial_power_slf12555_en.pdf?ref_disty=digikey,FIXED IND 33UH 1.9A 41.5 MOHM,Surface Mount,0.228 (5.80mm),0.492 L x 0.492 W (12.50mm x 12.50mm),2,-40°C ~ 105°C,,TDK Corporation,,,
INDUCTOR POWER,SLF12555T-470M1R6-PF,inductors\Inductor,47uH,2.5A,1.6A,74.2mOhm Max,,1kHz,,47uH,±20%,,Ferrite,,Nonstandard,L,,,https://product.tdk.com/info/en/catalog/datasheets/inductor_commercial_power_slf12555_en.pdf?ref_disty=digikey,FIXED IND 47UH 1.6A 61.8 MOHM,Surface Mount,0.228 (5.80mm),0.492 L x 0.492 W (12.50mm x 12.50mm),2,-40°C ~ 105°C,,TDK Corporation,,,
INDUCTOR POWER,SLF12555T-152MR29-PF,inductors\Inductor,1.5mH,480mA,290mA,2.076Ohm Max,,1kHz,,1.5mH,±20%,,Ferrite,,Nonstandard,L,,,https://product.tdk.com/info/en/catalog/datasheets/inductor_commercial_power_slf12555_en.pdf?ref_disty=digikey,FIXED IND 1.5MH 290MA 1.73 OHM,Surface Mount,0.228 (5.80mm),0.492 L x 0.492 W (12.50mm x 12.50mm),2,-40°C ~ 105°C,,TDK Corporation,,,
INDUCTOR POWER,SLF12555T-680M1R3-PF,inductors\Inductor,68uH,2.2A,1.3A,83.2mOhm,,1kHz,,68uH,±20%,,Ferrite,,Nonstandard,L,,,https://product.tdk.com/info/en/catalog/datasheets/inductor_commercial_power_slf12555_en.pdf?ref_disty=digikey,FIXED IND 68UH 1.3A 83.2 MOHM,Surface Mount,0.228 (5.80mm),0.492 L x 0.492 W (12.50mm x 12.50mm),2,-40°C ~ 105°C,,TDK Corporation,,,
INDUCTOR POWER,SLF12555T-471MR49-PF,inductors\Inductor,470uH,880mA,490mA,624mOhm Max,,1kHz,,470uH,±20%,,Ferrite,,Nonstandard,L,,,https://product.tdk.com/info/en/catalog/datasheets/inductor_commercial_power_slf12555_en.pdf?ref_disty=digikey,FIXED IND 470UH 490MA 520 MOHM,Surface Mount,0.228 (5.80mm),0.492 L x 0.492 W (12.50mm x 12.50mm),2,-40°C ~ 105°C,,TDK Corporation,,,
INDUCTOR POWER,SLF12555T-102MR34-PF,inductors\Inductor,1mH,600mA,340mA,1.344Ohm Max,,1kHz,,1mH,±20%,,Ferrite,,Nonstandard,L,,,https://product.tdk.com/info/en/catalog/datasheets/inductor_commercial_power_slf12555_en.pdf?ref_disty=digikey,FIXED IND 1MH 340MA 1.12 OHM SMD,Surface Mount,0.228 (5.80mm),0.492 L x 0.492 W (12.50mm x 12.50mm),2,-40°C ~ 105°C,,TDK Corporation,,,
INDUCTOR POWER,SLF12555T-220M2R3-PF,inductors\Inductor,22uH,3.4A,2.3A,33.8mOhm,,1kHz,,22uH,±20%,,Ferrite,,Nonstandard,L,,,https://product.tdk.com/info/en/catalog/datasheets/inductor_commercial_power_slf12555_en.pdf?ref_disty=digikey,FIXED IND 22UH 2.3A 33.8 MOHM,Surface Mount,0.228 (5.80mm),0.492 L x 0.492 W (12.50mm x 12.50mm),2,-40°C ~ 105°C,,TDK Corporation,,,
INDUCTOR POWER,SLF12555T-100M3R4-PF,inductors\Inductor,10uH,4.3A,3.4A,25.8mOhm Max,,1kHz,,10uH,±20%,,Ferrite,,Nonstandard,L,,,https://product.tdk.com/info/en/catalog/datasheets/inductor_commercial_power_slf12555_en.pdf?ref_disty=digikey,FIXED IND 10UH 3.4A 21.5 MOHM,Surface Mount,0.228 (5.80mm),0.492 L x 0.492 W (12.50mm x 12.50mm),2,-40°C ~ 105°C,,TDK Corporation,,,
INDUCTOR POWER,SLF12555T-221MR72-PF,inductors\Inductor,220uH,1.2A,720mA,324mOhm Max,,1kHz,,220uH,±20%,,Ferrite,,Nonstandard,L,,,https://product.tdk.com/info/en/catalog/datasheets/inductor_commercial_power_slf12555_en.pdf?ref_disty=digikey,FIXED IND 220UH 720MA 270 MOHM,Surface Mount,0.228 (5.80mm),0.492 L x 0.492 W (12.50mm x 12.50mm),2,-40°C ~ 105°C,,TDK Corporation,,,
INDUCTOR POWER,SLF12555T-331MR59-PF,inductors\Inductor,330uH,1A,590mA,492mOhm Max,,1kHz,,330uH,±20%,,Ferrite,,Nonstandard,L,,,https://product.tdk.com/info/en/catalog/datasheets/inductor_commercial_power_slf12555_en.pdf?ref_disty=digikey,FIXED IND 330UH 590MA 410 MOHM,Surface Mount,0.228 (5.80mm),0.492 L x 0.492 W (12.50mm x 12.50mm),2,-40°C ~ 105°C,,TDK Corporation,,,
INDUCTOR POWER,SLF12565T-150M4R2-PF,inductors\Inductor,15uH,4.4A,4.2A,28.4mOhm Max,,1kHz,,15uH,±20%,,Ferrite,,Nonstandard,L,,,https://product.tdk.com/info/en/catalog/datasheets/inductor_commercial_power_slf12565_en.pdf?ref_disty=digikey,FIXED IND 15UH 4.2A 23.7 MOHM,Surface Mount,0.270 (6.85mm),0.492 L x 0.492 W (12.50mm x 12.50mm),2,-20°C ~ 105°C,,TDK Corporation,,,
INDUCTOR POWER,SLF12565T-7R0N5R0-PF,inductors\Inductor,7uH,5A,5.7A,21.2mOhm Max,,1kHz,,7uH,±30%,,Ferrite,,Nonstandard,L,,,https://product.tdk.com/info/en/catalog/datasheets/inductor_commercial_power_slf12565_en.pdf?ref_disty=digikey,FIXED IND 7UH 5A 17.7 MOHM SMD,Surface Mount,0.270 (6.85mm),0.492 L x 0.492 W (12.50mm x 12.50mm),2,-20°C ~ 105°C,,TDK Corporation,,,
INDUCTOR POWER,SLF12565T-2R0N6R2-PF,inductors\Inductor,2uH,6.2A,10A,14mOhm Max,,1kHz,,2uH,±30%,,Ferrite,,Nonstandard,L,,,https://product.tdk.com/info/en/catalog/datasheets/inductor_commercial_power_slf12565_en.pdf?ref_disty=digikey,FIXED IND 2UH 6.2A 11.7 MOHM SMD,Surface Mount,0.270 (6.85mm),0.492 L x 0.492 W (12.50mm x 12.50mm),2,-20°C ~ 105°C,,TDK Corporation,,,
