Part Type,Part Number,Schematic Part,Part Value,Current Rating (Amps),Current - Saturation,DC Resistance (DCR),Frequency - Self Resonant,Inductance Frequency - Test,Q @ Freq,Inductance,Tolerance,Voltage,Material - Core,Allegro PCB Footprint,Package / Case,Pspice Model,Power,Availability,Data Sheet,Description,Mounting Type,Height - Seated (Max),Size,Number of Pins,Operating Temperature,Distributor Part Number,Manufacturer,Manufacturer Part Number,Price,ActivepartsID
INDUCTOR RF,LQW15AN9N0J8ZD,inductors\Inductor,9nH,1.42A,,70mOhm Max,6.5GHz,100MHz,30 @ 250MHz,9nH,±5%,,Non-Magnetic,L_0402_1005Metric,0402 (1006 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9138.pdf,FIXED IND 9NH 1.42A 70 MOHM,Surface Mount,0.024 (0.60mm),0.039 L x 0.024 W (1.00mm x 0.60mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR RF,LQW15AN9N8J8ZD,inductors\Inductor,9.8nH,1.4A,,81mOhm Max,6GHz,100MHz,34 @ 250MHz,9.8nH,±5%,,Non-Magnetic,L_0402_1005Metric,0402 (1006 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9138.pdf,FIXED IND 9.8NH 1.4A 81 MOHM,Surface Mount,0.024 (0.60mm),0.039 L x 0.024 W (1.00mm x 0.60mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR RF,LQW15AN2N9D8ZD,inductors\Inductor,2.9nH,1.5A,,47mOhm Max,12.5GHz,100MHz,25 @ 250MHz,2.9nH,±0.5nH,,Non-Magnetic,L_0402_1005Metric,0402 (1005 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9138.pdf,FIXED IND 2.9NH 1.5A 47 MOHM,Surface Mount,0.024 (0.60mm),0.039 L x 0.024 W (1.00mm x 0.60mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR RF,LQW15AN53NG8ZD,inductors\Inductor,53nH,415mA,,696mOhm Max,2.9GHz,100MHz,25 @ 200MHz,53nH,±2%,,Non-Magnetic,L_0402_1005Metric,0402 (1006 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9138.pdf,FIXED IND 53NH 415MA 696 MOHM,Surface Mount,0.024 (0.60mm),0.039 L x 0.024 W (1.00mm x 0.60mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR RF,LQW15AN4N1B8ZD,inductors\Inductor,4.1nH,1.8A,,44mOhm Max,9.6GHz,100MHz,30 @ 250MHz,4.1nH,±0.1nH,,Non-Magnetic,L_0402_1005Metric,0402 (1006 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9138.pdf,FIXED IND 4.1NH 1.8A 44 MOHM,Surface Mount,0.024 (0.60mm),0.039 L x 0.024 W (1.00mm x 0.60mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR RF,LQW15AN6N0D8ZD,inductors\Inductor,6nH,1.6A,,56mOhm Max,8GHz,100MHz,32 @ 250MHz,6nH,±0.5nH,,Non-Magnetic,L_0402_1005Metric,0402 (1006 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9138.pdf,FIXED IND 6NH 1.6A 56 MOHM,Surface Mount,0.024 (0.60mm),0.039 L x 0.024 W (1.00mm x 0.60mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR RF,LQW15AN6N3J8ZD,inductors\Inductor,6.3nH,1.6A,,57mOhm Max,7.8GHz,100MHz,32 @ 250MHz,6.3nH,±5%,,Non-Magnetic,L_0402_1005Metric,0402 (1006 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9138.pdf,FIXED IND 6.3NH 1.6A 57 MOHM,Surface Mount,0.024 (0.60mm),0.039 L x 0.024 W (1.00mm x 0.60mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR RF,LQW15AN8N3G8ZD,inductors\Inductor,8.3nH,1.5A,,69mOhm Max,6.5GHz,100MHz,32 @ 250MHz,8.3nH,±2%,,Non-Magnetic,L_0402_1005Metric,0402 (1006 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9138.pdf,FIXED IND 8.3NH 1.5A 69 MOHM,Surface Mount,0.024 (0.60mm),0.039 L x 0.024 W (1.00mm x 0.60mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR RF,LQW15AN9N4G8ZD,inductors\Inductor,9.4nH,1.4A,,81mOhm Max,6GHz,100MHz,33 @ 250MHz,9.4nH,±2%,,Non-Magnetic,L_0402_1005Metric,0402 (1006 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9138.pdf,FIXED IND 9.4NH 1.4A 81 MOHM,Surface Mount,0.024 (0.60mm),0.039 L x 0.024 W (1.00mm x 0.60mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR RF,LQW15AN5N9G8ZD,inductors\Inductor,5.9nH,1.77A,,40mOhm Max,8GHz,100MHz,30 @ 250MHz,5.9nH,±2%,,Non-Magnetic,L_0402_1005Metric,0402 (1006 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9138.pdf,FIXED IND 5.9NH 1.77A 40 MOHM,Surface Mount,0.024 (0.60mm),0.039 L x 0.024 W (1.00mm x 0.60mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR RF,LQW15AN6N7G8ZD,inductors\Inductor,6.7nH,1.28A,,78mOhm Max,7GHz,100MHz,30 @ 250MHz,6.7nH,±2%,,Non-Magnetic,L_0402_1005Metric,0402 (1006 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9138.pdf,FIXED IND 6.7NH 1.28A 78 MOHM,Surface Mount,0.024 (0.60mm),0.039 L x 0.024 W (1.00mm x 0.60mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR RF,LQW15AN6N1G8ZD,inductors\Inductor,6.1nH,1.6A,,56mOhm Max,8GHz,100MHz,32 @ 250MHz,6.1nH,±2%,,Non-Magnetic,L_0402_1005Metric,0402 (1006 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9138.pdf,FIXED IND 6.1NH 1.6A 56 MOHM,Surface Mount,0.024 (0.60mm),0.039 L x 0.024 W (1.00mm x 0.60mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR RF,LQW15AN9N3G8ZD,inductors\Inductor,9.3nH,1.4A,,81mOhm Max,6GHz,100MHz,34 @ 250MHz,9.3nH,±2%,,Non-Magnetic,L_0402_1005Metric,0402 (1006 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9138.pdf,FIXED IND 9.3NH 1.4A 81 MOHM,Surface Mount,0.024 (0.60mm),0.039 L x 0.024 W (1.00mm x 0.60mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR RF,LQW15AN4N8G8ZD,inductors\Inductor,4.8nH,1.2A,,71mOhm Max,8GHz,100MHz,30 @ 250MHz,4.8nH,±2%,,Non-Magnetic,L_0402_1005Metric,0402 (1006 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9138.pdf,FIXED IND 4.8NH 1.2A 71 MOHM,Surface Mount,0.024 (0.60mm),0.039 L x 0.024 W (1.00mm x 0.60mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR RF,LQW15AN14NJ8ZD,inductors\Inductor,14nH,1.15A,,111mOhm Max,5.2GHz,100MHz,31 @ 250MHz,14nH,±5%,,Non-Magnetic,L_0402_1005Metric,0402 (1005 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9138.pdf,FIXED IND 14NH 1.15A 111 MOHM,Surface Mount,0.024 (0.60mm),0.039 L x 0.024 W (1.00mm x 0.60mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR RF,LQW15AN3N3D8ZD,inductors\Inductor,3.3nH,2A,,30mOhm Max,14GHz,100MHz,30 @ 250MHz,3.3nH,±0.5nH,,Non-Magnetic,L_0402_1005Metric,0402 (1006 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9138.pdf,FIXED IND 3.3NH 2A 30 MOHM,Surface Mount,0.024 (0.60mm),0.039 L x 0.024 W (1.00mm x 0.60mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR RF,LQW15AN3N6D8ZD,inductors\Inductor,3.6nH,1.95A,,30mOhm Max,10GHz,100MHz,30 @ 250MHz,3.6nH,±0.5nH,,Non-Magnetic,L_0402_1005Metric,0402 (1006 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9138.pdf,FIXED IND 3.6NH 1.95A 30 MOHM,Surface Mount,0.024 (0.60mm),0.039 L x 0.024 W (1.00mm x 0.60mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR RF,LQW15AN13NJ8ZD,inductors\Inductor,13nH,1.24A,,93mOhm Max,5.2GHz,100MHz,30 @ 250MHz,13nH,±5%,,Non-Magnetic,L_0402_1005Metric,0402 (1005 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9138.pdf,FIXED IND 13NH 1.24A 93 MOHM,Surface Mount,0.024 (0.60mm),0.039 L x 0.024 W (1.00mm x 0.60mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR RF,LQW15AN5N1D8ZD,inductors\Inductor,5.1nH,1.77A,,40mOhm Max,8GHz,100MHz,35 @ 250MHz,5.1nH,±0.5nH,,Non-Magnetic,L_0402_1005Metric,0402 (1006 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9138.pdf,FIXED IND 5.1NH 1.77A 40 MOHM,Surface Mount,0.024 (0.60mm),0.039 L x 0.024 W (1.00mm x 0.60mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR RF,LQW15AN9N1J8ZD,inductors\Inductor,9.1nH,1.4A,,80mOhm Max,6.5GHz,100MHz,32 @ 250MHz,9.1nH,±5%,,Non-Magnetic,L_0402_1005Metric,0402 (1006 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9138.pdf,FIXED IND 9.1NH 1.4A 80 MOHM,Surface Mount,0.024 (0.60mm),0.039 L x 0.024 W (1.00mm x 0.60mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR RF,LQW15AN4N9B8ZD,inductors\Inductor,4.9nH,1.2A,,71mOhm Max,8GHz,100MHz,27 @ 250MHz,4.9nH,±0.1nH,,Non-Magnetic,L_0402_1005Metric,0402 (1006 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9138.pdf,FIXED IND 4.9NH 1.2A 71 MOHM,Surface Mount,0.024 (0.60mm),0.039 L x 0.024 W (1.00mm x 0.60mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR RF,LQW15AN2N5D8ZD,inductors\Inductor,2.5nH,2.1A,,30mOhm Max,15.5GHz,100MHz,30 @ 250MHz,2.5nH,±0.5nH,,Non-Magnetic,L_0402_1005Metric,0402 (1005 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9138.pdf,FIXED IND 2.5NH 2.1A 30 MOHM,Surface Mount,0.024 (0.60mm),0.039 L x 0.024 W (1.00mm x 0.60mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR RF,LQW15AN3N7B8ZD,inductors\Inductor,3.7nH,1.95A,,30mOhm Max,10GHz,100MHz,35 @ 250MHz,3.7nH,±0.1nH,,Non-Magnetic,L_0402_1005Metric,0402 (1006 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9138.pdf,FIXED IND 3.7NH 1.95A 30 MOHM,Surface Mount,0.024 (0.60mm),0.039 L x 0.024 W (1.00mm x 0.60mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR RF,LQW15AN2N9B8ZD,inductors\Inductor,2.9nH,1.5A,,47mOhm Max,12.5GHz,100MHz,25 @ 250MHz,2.9nH,±0.1nH,,Non-Magnetic,L_0402_1005Metric,0402 (1005 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9138.pdf,FIXED IND 2.9NH 1.5A 47 MOHM,Surface Mount,0.024 (0.60mm),0.039 L x 0.024 W (1.00mm x 0.60mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR RF,LQW15AN4N0B80D,inductors\Inductor,4nH,1.95A,,30mOhm Max,10GHz,100MHz,30 @ 250MHz,4nH,±0.1nH,,0402 (1005 Metric),L_0402_1005Metric,0402 (1006 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-0100.pdf,FIXED IND 4NH 1.95A 30 MOHM SMD,Surface Mount,0.024 (0.60mm),0.039 L x 0.024 W (1.00mm x 0.60mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR RF,LQW15AN9N8G8ZD,inductors\Inductor,9.8nH,1.4A,,81mOhm Max,6GHz,100MHz,34 @ 250MHz,9.8nH,±2%,,Non-Magnetic,L_0402_1005Metric,0402 (1006 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9138.pdf,FIXED IND 9.8NH 1.4A 81 MOHM,Surface Mount,0.024 (0.60mm),0.039 L x 0.024 W (1.00mm x 0.60mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR RF,LQW15AN1N7D8ZD,inductors\Inductor,1.7nH,1.15A,,65mOhm Max,18GHz,100MHz,20 @ 250MHz,1.7nH,±0.5nH,,Non-Magnetic,L_0402_1005Metric,0402 (1005 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9138.pdf,FIXED IND 1.7NH 1.15A 65 MOHM,Surface Mount,0.024 (0.60mm),0.039 L x 0.024 W (1.00mm x 0.60mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR RF,LQW15AN8N7J8ZD,inductors\Inductor,8.7nH,1.42A,,70mOhm Max,6.5GHz,100MHz,31 @ 250MHz,8.7nH,±5%,,Non-Magnetic,L_0402_1005Metric,0402 (1006 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9138.pdf,FIXED IND 8.7NH 1.42A 70 MOHM,Surface Mount,0.024 (0.60mm),0.039 L x 0.024 W (1.00mm x 0.60mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR RF,LQW15AN11NJ8ZD,inductors\Inductor,11nH,1.4A,,83mOhm Max,6.2GHz,100MHz,32 @ 250MHz,11nH,±5%,,Non-Magnetic,L_0402_1005Metric,0402 (1005 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9138.pdf,FIXED IND 11NH 1.4A 83 MOHM,Surface Mount,0.024 (0.60mm),0.039 L x 0.024 W (1.00mm x 0.60mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR RF,LQW15AN9N2G8ZD,inductors\Inductor,9.2nH,1.4A,,81mOhm Max,6GHz,100MHz,32 @ 250MHz,9.2nH,±2%,,Non-Magnetic,L_0402_1005Metric,0402 (1006 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9138.pdf,FIXED IND 9.2NH 1.4A 81 MOHM,Surface Mount,0.024 (0.60mm),0.039 L x 0.024 W (1.00mm x 0.60mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR RF,LQW15AN26NJ8ZD,inductors\Inductor,26nH,720mA,,282mOhm Max,4.1GHz,100MHz,29 @ 250MHz,26nH,±5%,,Non-Magnetic,L_0402_1005Metric,0402 (1005 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9138.pdf,FIXED IND 26NH 720MA 282 MOHM,Surface Mount,0.024 (0.60mm),0.039 L x 0.024 W (1.00mm x 0.60mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR RF,LQW15AN4N8B8ZD,inductors\Inductor,4.8nH,1.2A,,71mOhm Max,8GHz,100MHz,30 @ 250MHz,4.8nH,±0.1nH,,Non-Magnetic,L_0402_1005Metric,0402 (1006 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9138.pdf,FIXED IND 4.8NH 1.2A 71 MOHM,Surface Mount,0.024 (0.60mm),0.039 L x 0.024 W (1.00mm x 0.60mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR RF,LQW15AN23NJ8ZD,inductors\Inductor,23nH,760mA,,201mOhm Max,4.5GHz,100MHz,29 @ 250MHz,23nH,±5%,,Non-Magnetic,L_0402_1005Metric,0402 (1005 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9138.pdf,FIXED IND 23NH 760MA 201 MOHM,Surface Mount,0.024 (0.60mm),0.039 L x 0.024 W (1.00mm x 0.60mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR RF,LQW15AN5N8G8ZD,inductors\Inductor,5.8nH,1.77A,,40mOhm Max,8GHz,100MHz,30 @ 250MHz,5.8nH,±2%,,Non-Magnetic,L_0402_1005Metric,0402 (1006 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9138.pdf,FIXED IND 5.8NH 1.77A 40 MOHM,Surface Mount,0.024 (0.60mm),0.039 L x 0.024 W (1.00mm x 0.60mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR RF,LQW15AN7N1G8ZD,inductors\Inductor,7.1nH,1.42A,,69mOhm Max,7GHz,100MHz,32 @ 250MHz,7.1nH,±2%,,Non-Magnetic,L_0402_1005Metric,0402 (1006 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9138.pdf,FIXED IND 7.1NH 1.42A 69 MOHM,Surface Mount,0.024 (0.60mm),0.039 L x 0.024 W (1.00mm x 0.60mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR RF,LQW15AN16NG8ZD,inductors\Inductor,16nH,1A,,126mOhm Max,5GHz,100MHz,31 @ 250MHz,16nH,±2%,,Non-Magnetic,L_0402_1005Metric,0402 (1005 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9138.pdf,FIXED IND 16NH 1A 126 MOHM,Surface Mount,0.024 (0.60mm),0.039 L x 0.024 W (1.00mm x 0.60mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR RF,LQW15AN5N3G8ZD,inductors\Inductor,5.3nH,1.77A,,40mOhm Max,8GHz,100MHz,35 @ 250MHz,5.3nH,±2%,,Non-Magnetic,L_0402_1005Metric,0402 (1006 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9138.pdf,FIXED IND 5.3NH 1.77A 40 MOHM,Surface Mount,0.024 (0.60mm),0.039 L x 0.024 W (1.00mm x 0.60mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR RF,LQW15AN8N5G8ZD,inductors\Inductor,8.5nH,1.5A,,69mOhm Max,6.5GHz,100MHz,32 @ 250MHz,8.5nH,±2%,,Non-Magnetic,L_0402_1005Metric,0402 (1006 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9138.pdf,FIXED IND 8.5NH 1.5A 69 MOHM,Surface Mount,0.024 (0.60mm),0.039 L x 0.024 W (1.00mm x 0.60mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR RF,LQW15AN9N7G8ZD,inductors\Inductor,9.7nH,1.4A,,81mOhm Max,6GHz,100MHz,33 @ 250MHz,9.7nH,±2%,,Non-Magnetic,L_0402_1005Metric,0402 (1006 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9138.pdf,FIXED IND 9.7NH 1.4A 81 MOHM,Surface Mount,0.024 (0.60mm),0.039 L x 0.024 W (1.00mm x 0.60mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR RF,LQW15AN21NJ8ZD,inductors\Inductor,21nH,780mA,,202mOhm Max,4.5GHz,100MHz,30 @ 250MHz,21nH,±5%,,Non-Magnetic,L_0402_1005Metric,0402 (1005 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9138.pdf,FIXED IND 21NH 780MA 202 MOHM,Surface Mount,0.024 (0.60mm),0.039 L x 0.024 W (1.00mm x 0.60mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR RF,LQW15AN8N1G80D,inductors\Inductor,8.1nH,1.5A,,69mOhm Max,6.5GHz,100MHz,32 @ 250MHz,8.1nH,±2%,,Non-Magnetic,L_0402_1005Metric,0402 (1006 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-0100.pdf,FIXED IND 8.1NH 1.5A 69 MOHM SMD,Surface Mount,0.024 (0.60mm),0.039 L x 0.024 W (1.00mm x 0.60mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR RF,LQW15AN6N9G8ZD,inductors\Inductor,6.9nH,1.42A,,69mOhm Max,8.5GHz,100MHz,32 @ 250MHz,6.9nH,±2%,,Non-Magnetic,L_0402_1005Metric,0402 (1006 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9138.pdf,FIXED IND 6.9NH 1.42A 69 MOHM,Surface Mount,0.024 (0.60mm),0.039 L x 0.024 W (1.00mm x 0.60mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR RF,LQW15AN39NG80D,inductors\Inductor,39nH,530mA,,456mOhm Max,3.4GHz,100MHz,28 @ 250MHz,39nH,±2%,,Non-Magnetic,L_0402_1005Metric,0402 (1005 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-0100.pdf,FIXED IND 39NH 530MA 456 MOHM,Surface Mount,0.024 (0.60mm),0.039 L x 0.020 W (1.00mm x 0.50mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR RF,LQW15AN4N1G8ZD,inductors\Inductor,4.1nH,1.8A,,44mOhm Max,9.6GHz,100MHz,30 @ 250MHz,4.1nH,±2%,,Non-Magnetic,L_0402_1005Metric,0402 (1006 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9138.pdf,FIXED IND 4.1NH 1.8A 44 MOHM,Surface Mount,0.024 (0.60mm),0.039 L x 0.024 W (1.00mm x 0.60mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR RF,LQW15AN6N2D8ZD,inductors\Inductor,6.2nH,1.6A,,56mOhm Max,8GHz,100MHz,33 @ 250MHz,6.2nH,±0.5nH,,Non-Magnetic,L_0402_1005Metric,0402 (1006 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9138.pdf,FIXED IND 6.2NH 1.6A 56 MOHM,Surface Mount,0.024 (0.60mm),0.039 L x 0.024 W (1.00mm x 0.60mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR RF,LQW15AN6N3G8ZD,inductors\Inductor,6.3nH,1.6A,,57mOhm Max,7.8GHz,100MHz,32 @ 250MHz,6.3nH,±2%,,Non-Magnetic,L_0402_1005Metric,0402 (1006 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9138.pdf,FIXED IND 6.3NH 1.6A 57 MOHM,Surface Mount,0.024 (0.60mm),0.039 L x 0.024 W (1.00mm x 0.60mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR RF,LQW15AN7N7G8ZD,inductors\Inductor,7.7nH,1.7A,,50mOhm Max,7GHz,100MHz,30 @ 250MHz,7.7nH,±2%,,Non-Magnetic,L_0402_1005Metric,0402 (1006 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9138.pdf,FIXED IND 7.7NH 1.7A 50 MOHM,Surface Mount,0.024 (0.60mm),0.039 L x 0.024 W (1.00mm x 0.60mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR RF,LQW15AN8N9G8ZD,inductors\Inductor,8.9nH,1.42A,,70mOhm Max,6.5GHz,100MHz,31 @ 250MHz,8.9nH,±2%,,Non-Magnetic,L_0402_1005Metric,0402 (1006 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9138.pdf,FIXED IND 8.9NH 1.42A 70 MOHM,Surface Mount,0.024 (0.60mm),0.039 L x 0.024 W (1.00mm x 0.60mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR RF,LQW15AN8N0G8ZD,inductors\Inductor,8nH,1.7A,,50mOhm Max,7GHz,100MHz,30 @ 250MHz,8nH,±2%,,Non-Magnetic,L_0402_1005Metric,0402 (1006 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9138.pdf,FIXED IND 8NH 1.7A 50 MOHM,Surface Mount,0.024 (0.60mm),0.039 L x 0.024 W (1.00mm x 0.60mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR RF,LQW15AN6N5G8ZD,inductors\Inductor,6.5nH,1.38A,,65mOhm Max,7GHz,100MHz,32 @ 250MHz,6.5nH,±2%,,Non-Magnetic,L_0402_1005Metric,0402 (1006 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9138.pdf,FIXED IND 6.5NH 1.38A 65 MOHM,Surface Mount,0.024 (0.60mm),0.039 L x 0.024 W (1.00mm x 0.60mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR RF,LQW15AN68NG8ZD,inductors\Inductor,68nH,320mA,,1.128Ohm Max,2.5GHz,100MHz,25 @ 200MHz,68nH,±2%,,Non-Magnetic,L_0402_1005Metric,0402 (1006 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9138.pdf,FIXED IND 68NH 320MA 1.128 OHM,Surface Mount,0.024 (0.60mm),0.039 L x 0.024 W (1.00mm x 0.60mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR RF,LQW15AN7N8J8ZD,inductors\Inductor,7.8nH,1.7A,,50mOhm Max,7GHz,100MHz,30 @ 250MHz,7.8nH,±5%,,Non-Magnetic,L_0402_1005Metric,0402 (1006 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9138.pdf,FIXED IND 7.8NH 1.7A 50 MOHM,Surface Mount,0.024 (0.60mm),0.039 L x 0.024 W (1.00mm x 0.60mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR RF,LQW15AN2N7G8ZD,inductors\Inductor,2.7nH,1.5A,,47mOhm Max,14GHz,100MHz,28 @ 250MHz,2.7nH,±2%,,Non-Magnetic,L_0402_1005Metric,0402 (1005 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9138.pdf,FIXED IND 2.7NH 1.5A 47 MOHM,Surface Mount,0.024 (0.60mm),0.039 L x 0.024 W (1.00mm x 0.60mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR RF,LQW15AN3N0D8ZD,inductors\Inductor,3nH,1.35A,,63mOhm Max,12.5GHz,100MHz,20 @ 250MHz,3nH,±0.5nH,,Non-Magnetic,L_0402_1005Metric,0402 (1006 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9138.pdf,FIXED IND 3NH 1.35A 63 MOHM,Surface Mount,0.024 (0.60mm),0.039 L x 0.024 W (1.00mm x 0.60mm),2,-55°C ~ 125°C,,Murata Electronics,,,
