"Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Composition","Description","Device Package","Failure Rate","Features","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","Height - Seated (Max)","LastUpdated","Lifecycle Status","Manufacturer","Part Number","Minimum Order","Number of Terminations","Operating Temperature","Package / Case","Packaging","PartId","Part Status","Power (Watts)","Price","Ratings","Resistance","Series","Size / Dimension","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Supplier Device Package","Library Path","Library Ref","Temperature Coefficient","Tolerance","Type","Value"
=Value,Datasheet,https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1773269&DocType=DS&DocLang=English,DigiKey Link,http://digikey.com/product-detail/en/te-connectivity-passive-product/RLP73N1ER22JTD/A109734CT-ND/4032500,"","","","","","","","",Thick Film,RES 0.22 OHM 5% 1/8W 0402,"0402 (1005 Metric)","",Current Sense,,,,STACKPOLE CSR0402,,,"0.017 (0.43mm)","2020-09-02 01:17:27.733000",Active,TE Connectivity Passive Product,RLP73N1ER22JTD,"1","2",-55°C ~ 155°C,"0402 (1005 Metric)",TapeAndReel,"31",Active,"0.125W, 1/8W","0.04","","220m","RL73, CGS","0.039 L x 0.020 W (1.00mm x 0.50mm)",DigiKey,A109734CT-ND,"","","","","","","","","","","0402",,"resistors\Resistor,resistors\Resistor1",±300ppm/°C,±5%,"","220m"
=Value,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/RDN0000/AOA0000C313.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ERJ-3RQJ1R2V/P1.2AHCT-ND/308087,"","","","","","","","",Thick Film,RES SMD 1.2 OHM 5% 1/10W 0603,"0603 (1608 Metric)","","Automotive AEC-Q200, Current Sense",,,,STACKPOLE CSR0805,,,"0.022 (0.55mm)","2020-09-02 01:17:41.160000",Active,Panasonic Electronic Components,ERJ-3RQJ1R2V,"1","2",-55°C ~ 125°C,"0603 (1608 Metric)",TapeAndReel,"32",Active,"0.1W, 1/10W","0.02",AEC-Q200,"1.2",ERJ,"0.063 L x 0.031 W (1.60mm x 0.80mm)",DigiKey,P1.2AHCT-ND,"","","","","","","","","","","0603",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±5%,"","1.2"
=Value,Datasheet,https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1773269&DocType=DS&DocLang=English,DigiKey Link,http://digikey.com/product-detail/en/te-connectivity-passive-product/RLP73N1ER39JTD/A109740CT-ND/4032506,"","","","","","","","",Thick Film,RES 0.39 OHM 5% 1/8W 0402,"0402 (1005 Metric)","",Current Sense,,,,STACKPOLE CSR0402,,,"0.017 (0.43mm)","2020-09-02 01:17:27.727000",Active,TE Connectivity Passive Product,RLP73N1ER39JTD,"1","2",-55°C ~ 155°C,"0402 (1005 Metric)",TapeAndReel,"33",Active,"0.125W, 1/8W","0.04","","390m","RL73, CGS","0.039 L x 0.020 W (1.00mm x 0.50mm)",DigiKey,A109740CT-ND,"","","","","","","","","","","0402",,"resistors\Resistor,resistors\Resistor1",±300ppm/°C,±5%,"","390m"
=Value,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/RDN0000/AOA0000C313.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ERJ-3RQJ2R7V/P2.7AHCT-ND/308091,"","","","","","","","",Thick Film,RES SMD 2.7 OHM 5% 1/10W 0603,"0603 (1608 Metric)","","Automotive AEC-Q200, Current Sense",,,,STACKPOLE CSR0805,,,"0.022 (0.55mm)","2020-09-02 01:17:41.157000",Active,Panasonic Electronic Components,ERJ-3RQJ2R7V,"1","2",-55°C ~ 125°C,"0603 (1608 Metric)",TapeAndReel,"34",Active,"0.1W, 1/10W","0.02",AEC-Q200,"2.7",ERJ,"0.063 L x 0.031 W (1.60mm x 0.80mm)",DigiKey,P2.7AHCT-ND,"","","","","","","","","","","0603",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±5%,"","2.7"
=Value,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/RDN0000/AOA0000C313.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ERJ-2BWFR068X/P.068ATCT-ND/1705799,"","","","","","","","",Thick Film,RES 0.068 OHM 1% 1/4W 0402,"0402 (1005 Metric)","",Current Sense,,,,STACKPOLE CSR0402,,,"0.016 (0.40mm)","2020-09-02 01:17:27.723000",Active,Panasonic Electronic Components,ERJ-2BWFR068X,"1","2",-55°C ~ 155°C,"0402 (1005 Metric)",TapeAndReel,"35",Active,"0.25W, 1/4W","0.06",AEC-Q200,"68m",ERJ,"0.039 L x 0.020 W (1.00mm x 0.50mm)",DigiKey,P.068ATCT-ND,"","","","","","","","","","","0402",,"resistors\Resistor,resistors\Resistor1",±300ppm/°C,±1%,"","68m"
=Value,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/RDN0000/AOA0000C313.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ERJ-3RQF1R0V/P1.0AJCT-ND/308110,"","","","","","","","",Thick Film,RES SMD 1 OHM 1% 1/10W 0603,"0603 (1608 Metric)","","Automotive AEC-Q200, Current Sense",,,,STACKPOLE CSR0805,,,"0.022 (0.55mm)","2020-09-02 01:17:41.153000",Active,Panasonic Electronic Components,ERJ-3RQF1R0V,"1","2",-55°C ~ 125°C,"0603 (1608 Metric)",TapeAndReel,"36",Active,"0.1W, 1/10W","0.02",AEC-Q200,"1",ERJ,"0.063 L x 0.031 W (1.60mm x 0.80mm)",DigiKey,P1.0AJCT-ND,"","","","","","","","","","","0603",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","1"
=Value,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/RDN0000/AOA0000C313.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ERJ-2BSFR10X/P.10AKCT-ND/671271,"","","","","","","","",Thick Film,RES 0.1 OHM 1% 1/6W 0402,"0402 (1005 Metric)","","Automotive AEC-Q200, Current Sense",,,,STACKPOLE CSR0402,,,"0.016 (0.40mm)","2020-09-02 01:17:27.720000",Active,Panasonic Electronic Components,ERJ-2BSFR10X,"1","2",-55°C ~ 125°C,"0402 (1005 Metric)",TapeAndReel,"37",Active,"0.167W, 1/6W","0.05",AEC-Q200,"100m",ERJ,"0.039 L x 0.020 W (1.00mm x 0.50mm)",DigiKey,P.10AKCT-ND,"","","","","","","","","","","0402",,"resistors\Resistor,resistors\Resistor1",±300ppm/°C,±1%,"","100m"
=Value,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/RDN0000/AOA0000C313.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ERJ-3RSFR10V/P.10AJCT-ND/308098,"","","","","","","","",Thick Film,RES 0.1 OHM 1% 1/10W 0603,"0603 (1608 Metric)","","Automotive AEC-Q200, Current Sense",,,,STACKPOLE CSR0805,,,"0.022 (0.55mm)","2020-09-02 01:17:41.150000",Active,Panasonic Electronic Components,ERJ-3RSFR10V,"1","2",-55°C ~ 125°C,"0603 (1608 Metric)",TapeAndReel,"38",Active,"0.1W, 1/10W","0.03",AEC-Q200,"100m",ERJ,"0.063 L x 0.031 W (1.60mm x 0.80mm)",DigiKey,P.10AJCT-ND,"","","","","","","","","","","0603",,"resistors\Resistor,resistors\Resistor1",±300ppm/°C,±1%,"","100m"
=Value,Datasheet,https://www.seielect.com/catalog/sei-csr_csrn.pdf,DigiKey Link,http://digikey.com/product-detail/en/stackpole-electronics-inc/CSR0603FKR500/CSR0603FKR500CT-ND/2217471,"","","","","","","","",Thick Film,RES 0.5 OHM 1% 1/8W 0603,"0603 (1608 Metric)","",Current Sense,,,,STACKPOLE CSR0805,,,"0.022 (0.55mm)","2020-09-02 01:17:41.147000",Active,Stackpole Electronics Inc,CSR0603FKR500,"1","2",-55°C ~ 155°C,"0603 (1608 Metric)",TapeAndReel,"39",Active,"0.125W, 1/8W","0.04","","500m",CSR,"0.063 L x 0.031 W (1.60mm x 0.80mm)",DigiKey,CSR0603FKR500CT-ND,"","","","","","","","","","","0603",,"resistors\Resistor,resistors\Resistor1",±300ppm/°C,±1%,"","500m"
=Value,Datasheet,http://www.susumu.co.jp/common/pdf/n_catalog_partition08_en.pdf,DigiKey Link,http://digikey.com/product-detail/en/susumu/RL0510S-1R0-F/RL05S1.0FCT-ND/433212,"","","","","","","","",Thin Film,RES SMD 1 OHM 1% 1/6W 0402,"0402 (1005 Metric)","",Current Sense,,,,STACKPOLE CSR0402,,,"0.018 (0.45mm)","2020-09-02 01:17:27.717000",Active,Susumu,RL0510S-1R0-F,"1","2",-55°C ~ 125°C,"0402 (1005 Metric)",TapeAndReel,"40",Active,"0.167W, 1/6W","0.06","","1",RL,"0.039 L x 0.020 W (1.00mm x 0.50mm)",DigiKey,RL05S1.0FCT-ND,"","","","","","","","","","","0402",,"resistors\Resistor,resistors\Resistor1","",±1%,"","1"
=Value,Datasheet,http://www.susumu.co.jp/common/pdf/n_catalog_partition08_en.pdf,DigiKey Link,http://digikey.com/product-detail/en/susumu/RL0510S-R10-F/408-1447-1-ND/2734825,"","","","","","","","",Thin Film,RES 0.1 OHM 1% 1/6W 0402,"0402 (1005 Metric)","",Current Sense,,,,STACKPOLE CSR0402,,,"0.018 (0.45mm)","2020-09-02 01:17:27.713000",Active,Susumu,RL0510S-R10-F,"1","2",-55°C ~ 125°C,"0402 (1005 Metric)",TapeAndReel,"41",Active,"0.167W, 1/6W","0.06","","100m",RL,"0.039 L x 0.020 W (1.00mm x 0.50mm)",DigiKey,"408-1447-1-ND","","","","","","","","","","","0402",,"resistors\Resistor,resistors\Resistor1","",±1%,"","100m"
=Value,Datasheet,https://www.ohmite.com/assets/docs/res_kdv.pdf?r=false,DigiKey Link,http://digikey.com/product-detail/en/ohmite/KDV06FR270ET/273-KDV06FR270ETCT-ND/10476943,"","","","","","","","",Metal Film,RES 270M OHM 1% 1/5W 0603,"0603 (1608 Metric)","",Current Sense,,,,STACKPOLE CSR0805,,,"0.022 (0.55mm)","2020-09-02 01:17:41.143000",Active,Ohmite,KDV06FR270ET,"1","2",-55°C ~ 155°C,"0603 (1608 Metric)",TapeAndReel,"42",Active,"0.2W, 1/5W","0.03","","270m",KDV,"0.063 L x 0.031 W (1.60mm x 0.80mm)",DigiKey,"273-KDV06FR270ETCT-ND","","","","","","","","","","","0603",,"resistors\Resistor,resistors\Resistor1",±50ppm/°C,±1%,"","270m"
=Value,Datasheet,https://www.ohmite.com/assets/docs/res_kdv.pdf?r=false,DigiKey Link,http://digikey.com/product-detail/en/ohmite/KDV06FR620ET/273-KDV06FR620ETCT-ND/10476859,"","","","","","","","",Metal Film,RES 620M OHM 1% 1/5W 0603,"0603 (1608 Metric)","",Current Sense,,,,STACKPOLE CSR0805,,,"0.022 (0.55mm)","2020-09-02 01:17:41.137000",Active,Ohmite,KDV06FR620ET,"1","2",-55°C ~ 155°C,"0603 (1608 Metric)",TapeAndReel,"43",Active,"0.2W, 1/5W","0.03","","620m",KDV,"0.063 L x 0.031 W (1.60mm x 0.80mm)",DigiKey,"273-KDV06FR620ETCT-ND","","","","","","","","","","","0603",,"resistors\Resistor,resistors\Resistor1",±50ppm/°C,±1%,"","620m"
=Value,Datasheet,https://www.ohmite.com/assets/docs/res_kdv.pdf?r=false,DigiKey Link,http://digikey.com/product-detail/en/ohmite/KDV06FR390ET/273-KDV06FR390ETCT-ND/10477067,"","","","","","","","",Metal Film,RES 390M OHM 1% 1/5W 0603,"0603 (1608 Metric)","",Current Sense,,,,STACKPOLE CSR0805,,,"0.022 (0.55mm)","2020-09-02 01:17:41.133000",Active,Ohmite,KDV06FR390ET,"1","2",-55°C ~ 155°C,"0603 (1608 Metric)",TapeAndReel,"44",Active,"0.2W, 1/5W","0.03","","390m",KDV,"0.063 L x 0.031 W (1.60mm x 0.80mm)",DigiKey,"273-KDV06FR390ETCT-ND","","","","","","","","","","","0603",,"resistors\Resistor,resistors\Resistor1",±50ppm/°C,±1%,"","390m"
=Value,Datasheet,http://www.susumu.co.jp/common/pdf/n_catalog_partition08_en.pdf,DigiKey Link,http://digikey.com/product-detail/en/susumu/RL0510S-R22-F/RL05S.22FCT-ND/433211,"","","","","","","","",Thin Film,RES 0.22 OHM 1% 1/6W 0402,"0402 (1005 Metric)","",Current Sense,,,,STACKPOLE CSR0402,,,"0.018 (0.45mm)","2020-09-02 01:17:27.710000",Active,Susumu,RL0510S-R22-F,"1","2",-55°C ~ 125°C,"0402 (1005 Metric)",TapeAndReel,"45",Active,"0.167W, 1/6W","0.06","","220m",RL,"0.039 L x 0.020 W (1.00mm x 0.50mm)",DigiKey,RL05S.22FCT-ND,"","","","","","","","","","","0402",,"resistors\Resistor,resistors\Resistor1","",±1%,"","220m"
=Value,Datasheet,https://www.ohmite.com/assets/docs/res_kdv.pdf?r=false,DigiKey Link,http://digikey.com/product-detail/en/ohmite/KDV06FR560ET/273-KDV06FR560ETCT-ND/10477241,"","","","","","","","",Metal Film,RES 560M OHM 1% 1/5W 0603,"0603 (1608 Metric)","",Current Sense,,,,STACKPOLE CSR0805,,,"0.022 (0.55mm)","2020-09-02 01:17:41.130000",Active,Ohmite,KDV06FR560ET,"1","2",-55°C ~ 155°C,"0603 (1608 Metric)",TapeAndReel,"46",Active,"0.2W, 1/5W","0.03","","560m",KDV,"0.063 L x 0.031 W (1.60mm x 0.80mm)",DigiKey,"273-KDV06FR560ETCT-ND","","","","","","","","","","","0603",,"resistors\Resistor,resistors\Resistor1",±50ppm/°C,±1%,"","560m"
=Value,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/RDN0000/AOA0000C313.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ERJ-2BQFR22X/P.22AKCT-ND/671279,"","","","","","","","",Thick Film,RES 0.22 OHM 1% 1/6W 0402,"0402 (1005 Metric)","","Automotive AEC-Q200, Current Sense",,,,STACKPOLE CSR0402,,,"0.016 (0.40mm)","2020-09-02 01:17:27.703000",Active,Panasonic Electronic Components,ERJ-2BQFR22X,"1","2",-55°C ~ 125°C,"0402 (1005 Metric)",TapeAndReel,"47",Active,"0.167W, 1/6W","0.05",AEC-Q200,"220m",ERJ,"0.039 L x 0.020 W (1.00mm x 0.50mm)",DigiKey,P.22AKCT-ND,"","","","","","","","","","","0402",,"resistors\Resistor,resistors\Resistor1",±250ppm/°C,±1%,"","220m"
=Value,Datasheet,https://www.ohmite.com/assets/docs/res_kdv.pdf?r=false,DigiKey Link,http://digikey.com/product-detail/en/ohmite/KDV06FR330ET/273-KDV06FR330ETCT-ND/10477358,"","","","","","","","",Metal Film,RES 330M OHM 1% 1/5W 0603,"0603 (1608 Metric)","",Current Sense,,,,STACKPOLE CSR0805,,,"0.022 (0.55mm)","2020-09-02 01:17:41.127000",Active,Ohmite,KDV06FR330ET,"1","2",-55°C ~ 155°C,"0603 (1608 Metric)",TapeAndReel,"48",Active,"0.2W, 1/5W","0.03","","330m",KDV,"0.063 L x 0.031 W (1.60mm x 0.80mm)",DigiKey,"273-KDV06FR330ETCT-ND","","","","","","","","","","","0603",,"resistors\Resistor,resistors\Resistor1",±50ppm/°C,±1%,"","330m"
=Value,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/RDN0000/AOA0000C313.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ERJ-2BQF1R0X/P17252CT-ND/5647729,"","","","","","","","",Thick Film,RES SMD 1 OHM 1% 1/6W 0402,"0402 (1005 Metric)","","Automotive AEC-Q200, Current Sense",,,,STACKPOLE CSR0402,,,"0.016 (0.40mm)","2020-09-02 01:17:27.700000",Active,Panasonic Electronic Components,ERJ-2BQF1R0X,"1","2",-55°C ~ 125°C,"0402 (1005 Metric)",TapeAndReel,"49",Active,"0.167W, 1/6W","0.06",AEC-Q200,"1",ERJ,"0.039 L x 0.020 W (1.00mm x 0.50mm)",DigiKey,P17252CT-ND,"","","","","","","","","","","0402",,"resistors\Resistor,resistors\Resistor1",±250ppm/°C,±1%,"","1"
=Value,Datasheet,https://www.ohmite.com/assets/docs/res_kdv.pdf?r=false,DigiKey Link,http://digikey.com/product-detail/en/ohmite/KDV06FR820ET/273-KDV06FR820ETCT-ND/10477363,"","","","","","","","",Metal Film,RES 820M OHM 1% 1/5W 0603,"0603 (1608 Metric)","",Current Sense,,,,STACKPOLE CSR0805,,,"0.022 (0.55mm)","2020-09-02 01:17:41.120000",Active,Ohmite,KDV06FR820ET,"1","2",-55°C ~ 155°C,"0603 (1608 Metric)",TapeAndReel,"50",Active,"0.2W, 1/5W","0.03","","820m",KDV,"0.063 L x 0.031 W (1.60mm x 0.80mm)",DigiKey,"273-KDV06FR820ETCT-ND","","","","","","","","","","","0603",,"resistors\Resistor,resistors\Resistor1",±50ppm/°C,±1%,"","820m"
=Value,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/RDN0000/AOA0000C313.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ERJ-2BWFR050X/P17367CT-ND/5647851,"","","","","","","","",Thick Film,RES 0.05 OHM 1% 1/4W 0402,"0402 (1005 Metric)","",Current Sense,,,,STACKPOLE CSR0402,,,"0.016 (0.40mm)","2020-09-02 01:17:27.697000",Active,Panasonic Electronic Components,ERJ-2BWFR050X,"1","2",-55°C ~ 155°C,"0402 (1005 Metric)",TapeAndReel,"51",Active,"0.25W, 1/4W","0.06",AEC-Q200,"50m",ERJ,"0.039 L x 0.020 W (1.00mm x 0.50mm)",DigiKey,P17367CT-ND,"","","","","","","","","","","0402",,"resistors\Resistor,resistors\Resistor1",±300ppm/°C,±1%,"","50m"
=Value,"","",DigiKey Link,http://digikey.com/product-detail/en/delta-electronics-cyntec/SCRR0603SG-R200F/2037-SCRR0603SG-R200FCT-ND/10382437,"","","","","","","","",Thick Film,"0603 1/4W 200MO 1%","0603 (1608 Metric)","",Current Sense,,,,STACKPOLE CSR0805,,,"","2020-09-02 01:17:41.117000",Active,Delta Electronics/Cyntec,SCRR0603SG-R200F,"1","2","","0603 (1608 Metric)",TapeAndReel,"52",Active,"0.25W, 1/4W","0.10","","200m",SCRR,"",DigiKey,"2037-SCRR0603SG-R200FCT-ND","","","","","","","","","","","0603",,"resistors\Resistor,resistors\Resistor1","",±1%,"","200m"
=Value,Datasheet,https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1773269&DocType=DS&DocLang=English,DigiKey Link,http://digikey.com/product-detail/en/te-connectivity-passive-product/RLP73N1ER10JTD/A109726CT-ND/4032492,"","","","","","","","",Thick Film,RES 0.1 OHM 5% 1/8W 0402,"0402 (1005 Metric)","",Current Sense,,,,STACKPOLE CSR0402,,,"0.017 (0.43mm)","2020-09-02 01:17:27.693000",Active,TE Connectivity Passive Product,RLP73N1ER10JTD,"1","2",-55°C ~ 155°C,"0402 (1005 Metric)",TapeAndReel,"53",Active,"0.125W, 1/8W","0.04","","100m","RL73, CGS","0.039 L x 0.020 W (1.00mm x 0.50mm)",DigiKey,A109726CT-ND,"","","","","","","","","","","0402",,"resistors\Resistor,resistors\Resistor1",±300ppm/°C,±5%,"","100m"
=Value,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/RDN0000/AOA0000C313.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ERJ-3RSFR12V/P.12AJCT-ND/308099,"","","","","","","","",Thick Film,RES 0.12 OHM 1% 1/10W 0603,"0603 (1608 Metric)","","Automotive AEC-Q200, Current Sense",,,,STACKPOLE CSR0805,,,"0.022 (0.55mm)","2020-09-02 01:17:41.113000",Active,Panasonic Electronic Components,ERJ-3RSFR12V,"1","2",-55°C ~ 125°C,"0603 (1608 Metric)",TapeAndReel,"54",Active,"0.1W, 1/10W","0.03",AEC-Q200,"120m",ERJ,"0.063 L x 0.031 W (1.60mm x 0.80mm)",DigiKey,P.12AJCT-ND,"","","","","","","","","","","0603",,"resistors\Resistor,resistors\Resistor1",±300ppm/°C,±1%,"","120m"
=Value,Datasheet,http://www.koaspeer.com/catimages/Products/SR73/SR73.pdf,DigiKey Link,http://digikey.com/product-detail/en/koa-speer-electronics-inc/SR731ETTPR510F/2019-SR731ETTPR510FCT-ND/9847594,"","","","","","","","",Thick Film,RES 510M OHM 1% 1/6W 0402,"0402 (1005 Metric)","","Automotive AEC-Q200, Current Sense",,,,STACKPOLE CSR0402,,,"0.016 (0.40mm)","2020-09-02 01:17:27.690000",Active,"KOA Speer Electronics, Inc.",SR731ETTPR510F,"1","2",-55°C ~ 150°C,"0402 (1005 Metric)",TapeAndReel,"55",Active,"0.167W, 1/6W","0.11",AEC-Q200,"510m",SR73,"0.039 L x 0.020 W (1.00mm x 0.50mm)",DigiKey,"2019-SR731ETTPR510FCT-ND","","","","","","","","","","","0402",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","510m"
=Value,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/RDN0000/AOA0000C313.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ERJ-3RSFR18V/P.18AJCT-ND/308101,"","","","","","","","",Thick Film,RES 0.18 OHM 1% 1/10W 0603,"0603 (1608 Metric)","","Automotive AEC-Q200, Current Sense",,,,STACKPOLE CSR0805,,,"0.022 (0.55mm)","2020-09-02 01:17:41.110000",Active,Panasonic Electronic Components,ERJ-3RSFR18V,"1","2",-55°C ~ 125°C,"0603 (1608 Metric)",TapeAndReel,"56",Active,"0.1W, 1/10W","0.03",AEC-Q200,"180m",ERJ,"0.063 L x 0.031 W (1.60mm x 0.80mm)",DigiKey,P.18AJCT-ND,"","","","","","","","","","","0603",,"resistors\Resistor,resistors\Resistor1",±300ppm/°C,±1%,"","180m"
=Value,Datasheet,http://www.koaspeer.com/catimages/Products/SR73/SR73.pdf,DigiKey Link,http://digikey.com/product-detail/en/koa-speer-electronics-inc/SR731ETTP2R20F/2019-SR731ETTP2R20FCT-ND/9834558,"","","","","","","","",Thick Film,RES 2.2 OHM 1% 1/6W 0402,"0402 (1005 Metric)","","Automotive AEC-Q200, Current Sense",,,,STACKPOLE CSR0402,,,"0.016 (0.40mm)","2020-09-02 01:17:27.687000",Active,"KOA Speer Electronics, Inc.",SR731ETTP2R20F,"1","2",-55°C ~ 150°C,"0402 (1005 Metric)",TapeAndReel,"57",Active,"0.167W, 1/6W","0.11",AEC-Q200,"2.2",SR73,"0.039 L x 0.020 W (1.00mm x 0.50mm)",DigiKey,"2019-SR731ETTP2R20FCT-ND","","","","","","","","","","","0402",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","2.2"
=Value,Datasheet,http://www.susumu.co.jp/common/pdf/n_catalog_partition08_en.pdf,DigiKey Link,http://digikey.com/product-detail/en/susumu/RL0816S-5R1-F/408-1474-1-ND/2799185,"","","","","","","","",Thin Film,RES SMD 5.1 OHM 1% 1/5W 0603,"0603 (1608 Metric)","",Current Sense,,,,STACKPOLE CSR0805,,,"0.022 (0.55mm)","2020-09-02 01:17:41.107000",Active,Susumu,RL0816S-5R1-F,"1","2",-55°C ~ 125°C,"0603 (1608 Metric)",TapeAndReel,"58",Active,"0.2W, 1/5W","0.06","","5.1",RL,"0.063 L x 0.031 W (1.60mm x 0.80mm)",DigiKey,"408-1474-1-ND","","","","","","","","","","","0603",,"resistors\Resistor,resistors\Resistor1","",±1%,"","5.1"
=Value,Datasheet,http://www.koaspeer.com/catimages/Products/SR73/SR73.pdf,DigiKey Link,http://digikey.com/product-detail/en/koa-speer-electronics-inc/SR731ETTP1R00F/2019-SR731ETTP1R00FCT-ND/9834559,"","","","","","","","",Thick Film,RES 1 OHM 1% 1/6W 0402,"0402 (1005 Metric)","","Automotive AEC-Q200, Current Sense",,,,STACKPOLE CSR0402,,,"0.016 (0.40mm)","2020-09-02 01:17:27.683000",Active,"KOA Speer Electronics, Inc.",SR731ETTP1R00F,"1","2",-55°C ~ 150°C,"0402 (1005 Metric)",TapeAndReel,"59",Active,"0.167W, 1/6W","0.11",AEC-Q200,"1",SR73,"0.039 L x 0.020 W (1.00mm x 0.50mm)",DigiKey,"2019-SR731ETTP1R00FCT-ND","","","","","","","","","","","0402",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","1"
=Value,Datasheet,http://www.susumu.co.jp/common/pdf/n_catalog_partition08_en.pdf,DigiKey Link,http://digikey.com/product-detail/en/susumu/RL0816S-R20-F/408-1479-1-ND/2799190,"","","","","","","","",Thin Film,RES 0.2 OHM 1% 1/5W 0603,"0603 (1608 Metric)","",Current Sense,,,,STACKPOLE CSR0805,,,"0.022 (0.55mm)","2020-09-02 01:17:41.103000",Active,Susumu,RL0816S-R20-F,"1","2",-55°C ~ 125°C,"0603 (1608 Metric)",TapeAndReel,"60",Active,"0.2W, 1/5W","0.06","","200m",RL,"0.063 L x 0.031 W (1.60mm x 0.80mm)",DigiKey,"408-1479-1-ND","","","","","","","","","","","0603",,"resistors\Resistor,resistors\Resistor1","",±1%,"","200m"
=Value,Datasheet,https://www.ohmite.com/assets/docs/res_lvt.pdf?r=false,DigiKey Link,http://digikey.com/product-detail/en/ohmite/LVT04R0150FER/LVT04R0150FERCT-ND/9556165,"","","","","","","","",Metal Element,RES 0.015 OHM 1% 1/3W 0402,"0402 (1005 Metric)","",Current Sense,,,,STACKPOLE CSR0402,,,"0.014 (0.35mm)","2020-09-02 01:17:27.677000",Active,Ohmite,LVT04R0150FER,"1","2",-55°C ~ 155°C,"0402 (1005 Metric)",TapeAndReel,"61",Active,"0.333W, 1/3W","0.14","","15m",LVT,"0.039 L x 0.022 W (1.00mm x 0.55mm)",DigiKey,LVT04R0150FERCT-ND,"","","","","","","","","","","0402",,"resistors\Resistor,resistors\Resistor1",±100ppm/°C,±1%,"","15m"
=Value,Datasheet,http://www.susumu.co.jp/common/pdf/n_catalog_partition08_en.pdf,DigiKey Link,http://digikey.com/product-detail/en/susumu/RL0816S-2R0-F/408-1465-1-ND/2799176,"","","","","","","","",Thin Film,RES SMD 2 OHM 1% 1/5W 0603,"0603 (1608 Metric)","",Current Sense,,,,STACKPOLE CSR0805,,,"0.022 (0.55mm)","2020-09-02 01:17:41.100000",Active,Susumu,RL0816S-2R0-F,"1","2",-55°C ~ 125°C,"0603 (1608 Metric)",TapeAndReel,"62",Active,"0.2W, 1/5W","0.06","","2",RL,"0.063 L x 0.031 W (1.60mm x 0.80mm)",DigiKey,"408-1465-1-ND","","","","","","","","","","","0603",,"resistors\Resistor,resistors\Resistor1","",±1%,"","2"
