"Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Current - Continuous Drain (Id) @ 25°C","Description","Device Package","Drain to Source Voltage (Vdss)","Drive Voltage (Max Rds On,  Min Rds On)","FET Feature","FET Type","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","Gate Charge (Qg) (Max) @ Vgs","Input Capacitance (Ciss) (Max) @ Vds","LastUpdated","Lifecycle Status","Manufacturer","Part Number","Minimum Order","Mounting Type","Operating Temperature","Package / Case","Packaging","Part Status","Power Dissipation (Max)","Price","Rds On (Max) @ Id, Vgs","Series","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Supplier Device Package","Library Path","Library Ref","Technology","Type","Value","Vgs (Max)","Vgs(th) (Max) @ Id"
=Part Number,Datasheet,https://www.infineon.com/dgdl/BSC060N10NS3+Rev2.4.pdf?folderId=db3a304313b8b5a60113cee8763b02d7&fileId=db3a30431ce5fb52011d1aab7f90133a,DigiKey Link,http://digikey.com/product-detail/en/infineon-technologies/BSC060N10NS3GATMA1/BSC060N10NS3GATMA1CT-ND/2231035,"","","","","","","","","14.9A (Ta), 90A (Tc)",MOSFET N-CH 100V 90A TDSON-8,"","100V","6V, 10V","",N-Channel,footprints/Leadless - SON/PCB - LEADLESS - SON - INFINEON PG-TDSON-8 6.15X5.32MM.PCBLIB,"","",INFINEON PG-TDSON-8 6.15X5.32MM,"","","68nC @ 10V","4900pF @ 50V","2020-09-02 01:27:15.573000",Active,Infineon Technologies,BSC060N10NS3GATMA1,"1",Surface Mount,-55°C ~ 150°C (TJ),"8-PowerTDFN",TapeAndReel,Active,"125W (Tc)","1.20","6mOhm @ 50A, 10V",OptiMOS™,DigiKey,BSC060N10NS3GATMA1CT-ND,"","","","","","","","","","",PG-TDSON-8-1,symbols/FET - N-CH/SCH - FET - N-CH - INFINEON BSC MOSFET N-CH.SCHLIB,INFINEON BSC MOSFET N-CH,MOSFET (Metal Oxide),"","",±20V,"3.5V @ 90µA"
=Part Number,Datasheet,https://www.infineon.com/dgdl/BSC017N04NSG_rev1.24.pdf?folderId=db3a304313b8b5a60113cee8763b02d7&fileId=db3a304318a6cd680118efe5d5a60236,DigiKey Link,http://digikey.com/product-detail/en/infineon-technologies/BSC017N04NSGATMA1/BSC017N04NSGATMA1TR-ND/2080611,"","","","","","","","","30A (Ta), 100A (Tc)",MOSFET N-CH 40V 100A TDSON-8,"","40V","10V","",N-Channel,footprints/Leadless - SON/PCB - LEADLESS - SON - INFINEON PG-TDSON-8 6.15X5.32MM.PCBLIB,"","",INFINEON PG-TDSON-8 6.15X5.32MM,"","","108nC @ 10V","8800pF @ 20V","2020-09-02 01:27:15.567000",Active,Infineon Technologies,BSC017N04NSGATMA1,"",Surface Mount,-55°C ~ 150°C (TJ),"8-PowerTDFN",TapeAndReel,Active,"2.5W (Ta), 139W (Tc)","0.91","1.7mOhm @ 50A, 10V",OptiMOS™,DigiKey,BSC017N04NSGATMA1TR-ND,"","","","","","","","","","",PG-TDSON-8-1,symbols/FET - N-CH/SCH - FET - N-CH - INFINEON BSC MOSFET N-CH.SCHLIB,INFINEON BSC MOSFET N-CH,MOSFET (Metal Oxide),"","",±20V,"4V @ 85µA"
=Part Number,Datasheet,https://www.infineon.com/dgdl/BSC077N12NS3++Rev2.5.pdf?folderId=db3a304313b8b5a60113cee8763b02d7&fileId=db3a30432239cccd0122a7b3afe37d39,DigiKey Link,http://digikey.com/product-detail/en/infineon-technologies/BSC077N12NS3GATMA1/BSC077N12NS3GATMA1CT-ND/2344846,"","","","","","","","","13.4A (Ta), 98A (Tc)",MOSFET N-CH 120V 98A 8TDSON,"","120V","10V","",N-Channel,footprints/Leadless - SON/PCB - LEADLESS - SON - INFINEON PG-TDSON-8 6.15X5.32MM.PCBLIB,"","",INFINEON PG-TDSON-8 6.15X5.32MM,"","","88nC @ 10V","5700pF @ 60V","2020-09-02 01:27:15.557000",Active,Infineon Technologies,BSC077N12NS3GATMA1,"1",Surface Mount,-55°C ~ 150°C (TJ),"8-PowerTDFN",TapeAndReel,Active,"139W (Tc)","1.10","7.7mOhm @ 50A, 10V",OptiMOS™,DigiKey,BSC077N12NS3GATMA1CT-ND,"","","","","","","","","","",PG-TDSON-8-1,symbols/FET - N-CH/SCH - FET - N-CH - INFINEON BSC MOSFET N-CH.SCHLIB,INFINEON BSC MOSFET N-CH,MOSFET (Metal Oxide),"","",±20V,"4V @ 110µA"
=Part Number,Datasheet,https://www.infineon.com/dgdl/Infineon-BSC350N20NSFD-DS-v02_01-EN.pdf?fileId=5546d46259b0420a0159d6094ce00ea0,DigiKey Link,http://digikey.com/product-detail/en/infineon-technologies/BSC350N20NSFDATMA1/BSC350N20NSFDATMA1CT-ND/7384938,"","","","","","","","","35A (Tc)",MOSFET N-CH 200V 35A 8TDSON,"","200V","10V","",N-Channel,footprints/Leadless - SON/PCB - LEADLESS - SON - INFINEON PG-TDSON-8 6.15X5.32MM.PCBLIB,"","",INFINEON PG-TDSON-8 6.15X5.32MM,"","","30nC @ 10V","2410pF @ 100V","2020-09-02 01:27:15.547000",Active,Infineon Technologies,BSC350N20NSFDATMA1,"1",Surface Mount,-55°C ~ 175°C (TJ),"8-PowerTDFN",TapeAndReel,Active,"150W (Tc)","1.23","35mOhm @ 35A, 10V",OptiMOS™,DigiKey,BSC350N20NSFDATMA1CT-ND,"","","","","","","","","","",PG-TDSON-8-1,symbols/FET - N-CH/SCH - FET - N-CH - INFINEON BSC MOSFET N-CH.SCHLIB,INFINEON BSC MOSFET N-CH,MOSFET (Metal Oxide),"","",±20V,"4V @ 90µA"
=Part Number,Datasheet,https://www.infineon.com/dgdl/Infineon-BSC016N03MSG-DS-v02_00-en.pdf?fileId=db3a304313d846880113de4a19bb0334,DigiKey Link,http://digikey.com/product-detail/en/infineon-technologies/BSC016N03MSGATMA1/BSC016N03MSGATMA1CT-ND/1785616,"","","","","","","","","28A (Ta), 100A (Tc)",MOSFET N-CH 30V 100A TDSON-8,"","30V","4.5V, 10V","",N-Channel,footprints/Leadless - SON/PCB - LEADLESS - SON - INFINEON PG-TDSON-8 6.15X5.32MM.PCBLIB,"","",INFINEON PG-TDSON-8 6.15X5.32MM,"","","173nC @ 10V","13000pF @ 15V","2020-09-02 01:27:15.537000",Active,Infineon Technologies,BSC016N03MSGATMA1,"1",Surface Mount,-55°C ~ 150°C (TJ),"8-PowerTDFN",TapeAndReel,Active,"2.5W (Ta), 125W (Tc)","0.62","1.6mOhm @ 30A, 10V",OptiMOS™,DigiKey,BSC016N03MSGATMA1CT-ND,"","","","","","","","","","",PG-TDSON-8-1,symbols/FET - N-CH/SCH - FET - N-CH - INFINEON BSC MOSFET N-CH.SCHLIB,INFINEON BSC MOSFET N-CH,MOSFET (Metal Oxide),"","",±20V,"2V @ 250µA"
=Part Number,Datasheet,//media.digikey.com/pdf/Data%20Sheets/Infineon%20PDFs/BSC079N03LSCG.pdf,DigiKey Link,http://digikey.com/product-detail/en/infineon-technologies/BSC079N03LSCGATMA1/BSC079N03LSCGATMA1CT-ND/6134215,"","","","","","","","","14A (Ta), 50A (Tc)",MOSFET N-CH 30V 14A 8TDSON,"","30V","4.5V, 10V","",N-Channel,footprints/Leadless - SON/PCB - LEADLESS - SON - INFINEON PG-TDSON-8 6.15X5.32MM.PCBLIB,"","",INFINEON PG-TDSON-8 6.15X5.32MM,"","","19nC @ 10V","1600pF @ 15V","2020-09-02 01:27:15.527000",Active,Infineon Technologies,BSC079N03LSCGATMA1,"1",Surface Mount,-55°C ~ 150°C (TJ),"8-PowerTDFN",TapeAndReel,Active,"2.5W (Ta), 30W (Tc)","0.23","7.9mOhm @ 30A, 10V",OptiMOS™,DigiKey,BSC079N03LSCGATMA1CT-ND,"","","","","","","","","","",PG-TDSON-8-1,symbols/FET - N-CH/SCH - FET - N-CH - INFINEON BSC MOSFET N-CH.SCHLIB,INFINEON BSC MOSFET N-CH,MOSFET (Metal Oxide),"","",±20V,"2.2V @ 250µA"
=Part Number,Datasheet,https://www.infineon.com/dgdl/Infineon-BSC030N03MSG-DS-v02_00-en.pdf?fileId=db3a304313d846880113de605dea0359,DigiKey Link,http://digikey.com/product-detail/en/infineon-technologies/BSC030N03MSGATMA1/BSC030N03MSGATMA1CT-ND/1785620,"","","","","","","","","21A (Ta), 100A (Tc)",MOSFET N-CH 30V 100A TDSON-8,"","30V","4.5V, 10V","",N-Channel,footprints/Leadless - SON/PCB - LEADLESS - SON - INFINEON PG-TDSON-8 6.15X5.32MM.PCBLIB,"","",INFINEON PG-TDSON-8 6.15X5.32MM,"","","73nC @ 10V","5700pF @ 15V","2020-09-02 01:27:15.520000",Active,Infineon Technologies,BSC030N03MSGATMA1,"1",Surface Mount,-55°C ~ 150°C (TJ),"8-PowerTDFN",TapeAndReel,Active,"2.5W (Ta), 69W (Tc)","0.37","3mOhm @ 30A, 10V",OptiMOS™,DigiKey,BSC030N03MSGATMA1CT-ND,"","","","","","","","","","",PG-TDSON-8-1,symbols/FET - N-CH/SCH - FET - N-CH - INFINEON BSC MOSFET N-CH.SCHLIB,INFINEON BSC MOSFET N-CH,MOSFET (Metal Oxide),"","",±20V,"2V @ 250µA"
=Part Number,Datasheet,https://www.infineon.com/dgdl/BSC265N10LSF+G_+Rev2.06.pdf?folderId=db3a304313b8b5a60113cee8763b02d7&fileId=db3a30431b3e89eb011b49a375207b46,DigiKey Link,http://digikey.com/product-detail/en/infineon-technologies/BSC265N10LSFGATMA1/BSC265N10LSFGATMA1CT-ND/5958872,"","","","","","","","","6.5A (Ta), 40A (Tc)",MOSFET N-CH 100V 40A TDSON-8,"","100V","4.5V, 10V","",N-Channel,footprints/Leadless - SON/PCB - LEADLESS - SON - INFINEON PG-TDSON-8 6.15X5.32MM.PCBLIB,"","",INFINEON PG-TDSON-8 6.15X5.32MM,"","","21nC @ 10V","1600pF @ 50V","2020-09-02 01:27:15.510000",Active,Infineon Technologies,BSC265N10LSFGATMA1,"1",Surface Mount,-55°C ~ 150°C (TJ),"8-PowerTDFN",TapeAndReel,Active,"78W (Tc)","0.43","26.5mOhm @ 20A, 10V",OptiMOS™,DigiKey,BSC265N10LSFGATMA1CT-ND,"","","","","","","","","","",PG-TDSON-8-1,symbols/FET - N-CH/SCH - FET - N-CH - INFINEON BSC MOSFET N-CH.SCHLIB,INFINEON BSC MOSFET N-CH,MOSFET (Metal Oxide),"","",±20V,"2.4V @ 43µA"
=Part Number,Datasheet,https://www.infineon.com/dgdl/BSC196N10NS+Rev1.05.pdf?folderId=db3a3043156fd5730115c7d50620107c&fileId=db3a3043163797a601164800549d071f,DigiKey Link,http://digikey.com/product-detail/en/infineon-technologies/BSC196N10NSGATMA1/BSC196N10NSGATMA1CT-ND/3196479,"","","","","","","","","8.5A (Ta), 45A (Tc)",MOSFET N-CH 100V 45A TDSON-8,"","100V","10V","",N-Channel,footprints/Leadless - SON/PCB - LEADLESS - SON - INFINEON PG-TDSON-8 6.15X5.32MM.PCBLIB,"","",INFINEON PG-TDSON-8 6.15X5.32MM,"","","34nC @ 10V","2300pF @ 50V","2020-09-02 01:27:15.500000",Active,Infineon Technologies,BSC196N10NSGATMA1,"1",Surface Mount,-55°C ~ 150°C (TJ),"8-PowerTDFN",TapeAndReel,Active,"78W (Tc)","0.43","19.6mOhm @ 45A, 10V",OptiMOS™,DigiKey,BSC196N10NSGATMA1CT-ND,"","","","","","","","","","",PG-TDSON-8-1,symbols/FET - N-CH/SCH - FET - N-CH - INFINEON BSC MOSFET N-CH.SCHLIB,INFINEON BSC MOSFET N-CH,MOSFET (Metal Oxide),"","",±20V,"4V @ 42µA"
=Part Number,Datasheet,https://www.infineon.com/dgdl/Infineon-BSC025N03MSG-DS-v02_00-en.pdf?fileId=db3a304313d846880113de52b02d034c,DigiKey Link,http://digikey.com/product-detail/en/infineon-technologies/BSC025N03MSGATMA1/BSC025N03MSGATMA1CT-ND/1785619,"","","","","","","","","23A (Ta). 100A (Tc)",MOSFET N-CH 30V 100A TDSON-8,"","30V","4.5V, 10V","",N-Channel,footprints/Leadless - SON/PCB - LEADLESS - SON - INFINEON PG-TDSON-8 6.15X5.32MM.PCBLIB,"","",INFINEON PG-TDSON-8 6.15X5.32MM,"","","98nC @ 10V","7600pF @ 15V","2020-09-02 01:27:15.493000",Active,Infineon Technologies,BSC025N03MSGATMA1,"1",Surface Mount,-55°C ~ 150°C (TJ),"8-PowerTDFN",TapeAndReel,Active,"2.5W (Ta), 83W (Tc)","0.47","2.5mOhm @ 30A, 10V",OptiMOS™,DigiKey,BSC025N03MSGATMA1CT-ND,"","","","","","","","","","",PG-TDSON-8-1,symbols/FET - N-CH/SCH - FET - N-CH - INFINEON BSC MOSFET N-CH.SCHLIB,INFINEON BSC MOSFET N-CH,MOSFET (Metal Oxide),"","",±20V,"2V @ 250µA"
=Part Number,Datasheet,https://www.infineon.com/dgdl/BSC046N02KS+G+Rev1.05.pdf?folderId=db3a3043163797a6011637c252b10018&fileId=db3a3043163797a6011637c34414001c,DigiKey Link,http://digikey.com/product-detail/en/infineon-technologies/BSC046N02KSGAUMA1/BSC046N02KSGAUMA1CT-ND/2231032,"","","","","","","","","19A (Ta), 80A (Tc)",MOSFET N-CH 20V 80A TDSON-8,"","20V","2.5V, 4.5V","",N-Channel,footprints/Leadless - SON/PCB - LEADLESS - SON - INFINEON PG-TDSON-8 6.15X5.32MM.PCBLIB,"","",INFINEON PG-TDSON-8 6.15X5.32MM,"","","27.6nC @ 4.5V","4100pF @ 10V","2020-09-02 01:27:15.483000",Active,Infineon Technologies,BSC046N02KSGAUMA1,"1",Surface Mount,-55°C ~ 150°C (TJ),"8-PowerTDFN",TapeAndReel,Active,"2.8W (Ta), 48W (Tc)","0.51","4.6mOhm @ 50A, 4.5V",OptiMOS™,DigiKey,BSC046N02KSGAUMA1CT-ND,"","","","","","","","","","",PG-TDSON-8-1,symbols/FET - N-CH/SCH - FET - N-CH - INFINEON BSC MOSFET N-CH.SCHLIB,INFINEON BSC MOSFET N-CH,MOSFET (Metal Oxide),"","",±12V,"1.2V @ 110µA"
=Part Number,Datasheet,https://www.infineon.com/dgdl/Infineon-BSC019N04NSG-DS-v01_04-en.pdf?fileId=db3a30431689f4420116c45be78a0832,DigiKey Link,http://digikey.com/product-detail/en/infineon-technologies/BSC019N04NSGATMA1/BSC019N04NSGATMA1CT-ND/4318670,"","","","","","","","","30A (Ta), 100A (Tc)",MOSFET N-CH 40V 100A TDSON-8,"","40V","10V","",N-Channel,footprints/Leadless - SON/PCB - LEADLESS - SON - INFINEON PG-TDSON-8 6.15X5.32MM.PCBLIB,"","",INFINEON PG-TDSON-8 6.15X5.32MM,"","","108nC @ 10V","8800pF @ 20V","2020-09-02 01:27:15.477000",Active,Infineon Technologies,BSC019N04NSGATMA1,"1",Surface Mount,-55°C ~ 150°C (TJ),"8-PowerTDFN",TapeAndReel,Active,"2.5W (Ta), 125W (Tc)","0.55","1.9mOhm @ 50A, 10V",OptiMOS™,DigiKey,BSC019N04NSGATMA1CT-ND,"","","","","","","","","","",PG-TDSON-8-1,symbols/FET - N-CH/SCH - FET - N-CH - INFINEON BSC MOSFET N-CH.SCHLIB,INFINEON BSC MOSFET N-CH,MOSFET (Metal Oxide),"","",±20V,"4V @ 85µA"
=Part Number,Datasheet,//media.digikey.com/pdf/Data%20Sheets/Infineon%20PDFs/BSC886N03LS_G.pdf,DigiKey Link,http://digikey.com/product-detail/en/infineon-technologies/BSC886N03LSGATMA1/BSC886N03LSGATMA1CT-ND/3196488,"","","","","","","","","13A (Ta), 65A (Tc)",MOSFET N-CH 30V 65A TDSON-8,"","30V","4.5V, 10V","",N-Channel,footprints/Leadless - SON/PCB - LEADLESS - SON - INFINEON PG-TDSON-8 6.15X5.32MM.PCBLIB,"","",INFINEON PG-TDSON-8 6.15X5.32MM,"","","26nC @ 10V","2100pF @ 15V","2020-09-02 01:27:15.463000",Active,Infineon Technologies,BSC886N03LSGATMA1,"1",Surface Mount,-55°C ~ 150°C (TJ),"8-PowerTDFN",TapeAndReel,Active,"2.5W (Ta), 39W (Tc)","0.23","6mOhm @ 30A, 10V",OptiMOS™,DigiKey,BSC886N03LSGATMA1CT-ND,"","","","","","","","","","",PG-TDSON-8-1,symbols/FET - N-CH/SCH - FET - N-CH - INFINEON BSC MOSFET N-CH.SCHLIB,INFINEON BSC MOSFET N-CH,MOSFET (Metal Oxide),"","",±20V,"2.2V @ 250µA"
=Part Number,Datasheet,https://www.infineon.com/dgdl/BSC018N04LSG_rev1.2.pdf?folderId=db3a304412b407950112b408e8c90004&fileId=db3a30431689f4420116c42d085d0808,DigiKey Link,http://digikey.com/product-detail/en/infineon-technologies/BSC018N04LSGATMA1/BSC018N04LSGATMA1CT-ND/3819650,"","","","","","","","","30A (Ta), 100A (Tc)",MOSFET N-CH 40V 100A TDSON-8,"","40V","4.5V, 10V","",N-Channel,footprints/Leadless - SON/PCB - LEADLESS - SON - INFINEON PG-TDSON-8 6.15X5.32MM.PCBLIB,"","",INFINEON PG-TDSON-8 6.15X5.32MM,"","","150nC @ 10V","12000pF @ 20V","2020-09-02 01:27:15.453000",Active,Infineon Technologies,BSC018N04LSGATMA1,"1",Surface Mount,-55°C ~ 150°C (TJ),"8-PowerTDFN",TapeAndReel,Active,"2.5W (Ta), 125W (Tc)","0.61","1.8mOhm @ 50A, 10V",OptiMOS™,DigiKey,BSC018N04LSGATMA1CT-ND,"","","","","","","","","","",PG-TDSON-8-1,symbols/FET - N-CH/SCH - FET - N-CH - INFINEON BSC MOSFET N-CH.SCHLIB,INFINEON BSC MOSFET N-CH,MOSFET (Metal Oxide),"","",±20V,"2V @ 85µA"
=Part Number,Datasheet,https://www.infineon.com/dgdl/BSC118N10NS+Rev1.06.pdf?folderId=db3a3043156fd5730115c7d50620107c&fileId=db3a3043163797a6011647fdc2d4071c,DigiKey Link,http://digikey.com/product-detail/en/infineon-technologies/BSC118N10NSGATMA1/BSC118N10NSGATMA1CT-ND/6133658,"","","","","","","","","11A (Ta), 71A (Tc)",MOSFET N-CH 100V 71A TDSON-8,"","100V","10V","",N-Channel,footprints/Leadless - SON/PCB - LEADLESS - SON - INFINEON PG-TDSON-8 6.15X5.32MM.PCBLIB,"","",INFINEON PG-TDSON-8 6.15X5.32MM,"","","56nC @ 10V","3700pF @ 50V","2020-09-02 01:27:15.443000",Active,Infineon Technologies,BSC118N10NSGATMA1,"1",Surface Mount,-55°C ~ 150°C (TJ),"8-PowerTDFN",TapeAndReel,Active,"114W (Tc)","0.62","11.8mOhm @ 50A, 10V",OptiMOS™,DigiKey,BSC118N10NSGATMA1CT-ND,"","","","","","","","","","",PG-TDSON-8-1,symbols/FET - N-CH/SCH - FET - N-CH - INFINEON BSC MOSFET N-CH.SCHLIB,INFINEON BSC MOSFET N-CH,MOSFET (Metal Oxide),"","",±20V,"4V @ 70µA"
=Part Number,Datasheet,https://www.infineon.com/dgdl/BSC252N10NSF+Rev2.06.pdf?folderId=db3a304313b8b5a60113cee8763b02d7&fileId=db3a30431b3e89eb011b498909e97b17,DigiKey Link,http://digikey.com/product-detail/en/infineon-technologies/BSC252N10NSFGATMA1/BSC252N10NSFGATMA1CT-ND/5413604,"","","","","","","","","7.2A (Ta), 40A (Tc)",MOSFET N-CH 100V 40A TDSON-8,"","100V","10V","",N-Channel,footprints/Leadless - SON/PCB - LEADLESS - SON - INFINEON PG-TDSON-8 6.15X5.32MM.PCBLIB,"","",INFINEON PG-TDSON-8 6.15X5.32MM,"","","17nC @ 10V","1100pF @ 50V","2020-09-02 01:27:15.430000",Active,Infineon Technologies,BSC252N10NSFGATMA1,"1",Surface Mount,-55°C ~ 150°C (TJ),"8-PowerTDFN",TapeAndReel,Active,"78W (Tc)","0.43","25.2mOhm @ 20A, 10V",OptiMOS™,DigiKey,BSC252N10NSFGATMA1CT-ND,"","","","","","","","","","",PG-TDSON-8-1,symbols/FET - N-CH/SCH - FET - N-CH - INFINEON BSC MOSFET N-CH.SCHLIB,INFINEON BSC MOSFET N-CH,MOSFET (Metal Oxide),"","",±20V,"4V @ 43µA"
=Part Number,Datasheet,https://www.infineon.com/dgdl/Infineon-BSC022N04LS6-DS-v02_00-EN.pdf?fileId=5546d462689a790c0168bd1094dc481b,DigiKey Link,http://digikey.com/product-detail/en/infineon-technologies/BSC022N04LS6ATMA1/BSC022N04LS6ATMA1CT-ND/10054736,"","","","","","","","","27A (Ta), 100A (Tc)",TRENCH <= 40V,"","40V","4.5V, 10V","",N-Channel,footprints/Leadless - SON/PCB - LEADLESS - SON - INFINEON PG-TDSON-8 6.15X5.32MM.PCBLIB,"","",INFINEON PG-TDSON-8 6.15X5.32MM,"","","28nC @ 10V","1900pF @ 20V","2020-09-02 01:27:15.423000",Active,Infineon Technologies,BSC022N04LS6ATMA1,"1",Surface Mount,-55°C ~ 175°C (TJ),"8-PowerTDFN",TapeAndReel,Active,"3W (Ta), 79W (Tc)","0.68","2.2mOhm @ 50A, 10V",OptiMOS™,DigiKey,BSC022N04LS6ATMA1CT-ND,"","","","","","","","","","",PG-TDSON-8-1,symbols/FET - N-CH/SCH - FET - N-CH - INFINEON BSC MOSFET N-CH.SCHLIB,INFINEON BSC MOSFET N-CH,MOSFET (Metal Oxide),"","",±20V,"2.3V @ 250µA"
=Part Number,Datasheet,https://www.infineon.com/dgdl/BSC123N08NS3G_rev2.5.pdf?folderId=db3a304313b8b5a60113cee8763b02d7&fileId=db3a30431add1d95011ae80eb8555625,DigiKey Link,http://digikey.com/product-detail/en/infineon-technologies/BSC123N08NS3GATMA1/BSC123N08NS3GATMA1CT-ND/2231041,"","","","","","","","","11A (Ta), 55A (Tc)",MOSFET N-CH 80V 55A TDSON-8,"","80V","6V, 10V","",N-Channel,footprints/Leadless - SON/PCB - LEADLESS - SON - INFINEON PG-TDSON-8 6.15X5.32MM.PCBLIB,"","",INFINEON PG-TDSON-8 6.15X5.32MM,"","","25nC @ 10V","1870pF @ 40V","2020-09-02 01:27:15.413000",Active,Infineon Technologies,BSC123N08NS3GATMA1,"1",Surface Mount,-55°C ~ 150°C (TJ),"8-PowerTDFN",TapeAndReel,Active,"2.5W (Ta), 66W (Tc)","0.47","12.3mOhm @ 33A, 10V",OptiMOS™,DigiKey,BSC123N08NS3GATMA1CT-ND,"","","","","","","","","","",PG-TDSON-8-1,symbols/FET - N-CH/SCH - FET - N-CH - INFINEON BSC MOSFET N-CH.SCHLIB,INFINEON BSC MOSFET N-CH,MOSFET (Metal Oxide),"","",±20V,"3.5V @ 33µA"
=Part Number,Datasheet,https://www.infineon.com/dgdl/BSC109N10NS3+Rev2.0.pdf?folderId=db3a304313b8b5a60113cee8763b02d7&fileId=db3a304327b897500128247bdae36f3f,DigiKey Link,http://digikey.com/product-detail/en/infineon-technologies/BSC109N10NS3GATMA1/BSC109N10NS3GATMA1CT-ND/3196477,"","","","","","","","","63A (Tc)",MOSFET N-CH 100V 63A 8TDSON,"","100V","6V, 10V","",N-Channel,footprints/Leadless - SON/PCB - LEADLESS - SON - INFINEON PG-TDSON-8 6.15X5.32MM.PCBLIB,"","",INFINEON PG-TDSON-8 6.15X5.32MM,"","","35nC @ 10V","2500pF @ 50V","2020-09-02 01:27:15.407000",Active,Infineon Technologies,BSC109N10NS3GATMA1,"1",Surface Mount,-55°C ~ 150°C (TJ),"8-PowerTDFN",TapeAndReel,Active,"78W (Tc)","0.53","10.9mOhm @ 46A, 10V",OptiMOS™,DigiKey,BSC109N10NS3GATMA1CT-ND,"","","","","","","","","","",PG-TDSON-8-1,symbols/FET - N-CH/SCH - FET - N-CH - INFINEON BSC MOSFET N-CH.SCHLIB,INFINEON BSC MOSFET N-CH,MOSFET (Metal Oxide),"","",±20V,"3.5V @ 45µA"
=Part Number,Datasheet,https://www.infineon.com/dgdl/BSC020N03LS_rev1.27.pdf?folderId=db3a304412b407950112b408e8c90004&fileId=db3a304412b407950112b427641b3c1f,DigiKey Link,http://digikey.com/product-detail/en/infineon-technologies/BSC020N03LSGATMA1/BSC020N03LSGATMA1CT-ND/3819652,"","","","","","","","","28A (Ta), 100A (Tc)",MOSFET N-CH 30V 100A TDSON-8,"","30V","4.5V, 10V","",N-Channel,footprints/Leadless - SON/PCB - LEADLESS - SON - INFINEON PG-TDSON-8 6.15X5.32MM.PCBLIB,"","",INFINEON PG-TDSON-8 6.15X5.32MM,"","","93nC @ 10V","7200pF @ 15V","2020-09-02 01:27:15.403000",Active,Infineon Technologies,BSC020N03LSGATMA1,"1",Surface Mount,-55°C ~ 150°C (TJ),"8-PowerTDFN",TapeAndReel,Active,"2.5W (Ta), 96W (Tc)","0.57","2mOhm @ 30A, 10V",OptiMOS™,DigiKey,BSC020N03LSGATMA1CT-ND,"","","","","","","","","","",PG-TDSON-8-1,symbols/FET - N-CH/SCH - FET - N-CH - INFINEON BSC MOSFET N-CH.SCHLIB,INFINEON BSC MOSFET N-CH,MOSFET (Metal Oxide),"","",±20V,"2.2V @ 250µA"
=Part Number,Datasheet,https://www.infineon.com/dgdl/BSC070N10NS3+Rev2+1.pdf?folderId=db3a304313b8b5a60113cee8763b02d7&fileId=db3a304327b89750012824712c6c6f2f,DigiKey Link,http://digikey.com/product-detail/en/infineon-technologies/BSC070N10NS3GATMA1/BSC070N10NS3GATMA1CT-ND/3196623,"","","","","","","","","90A (Tc)",MOSFET N-CH 100V 90A TDSON-8,"","100V","6V, 10V","",N-Channel,footprints/Leadless - SON/PCB - LEADLESS - SON - INFINEON PG-TDSON-8 6.15X5.32MM.PCBLIB,"","",INFINEON PG-TDSON-8 6.15X5.32MM,"","","55nC @ 10V","4000pF @ 50V","2020-09-02 01:27:15.393000",Active,Infineon Technologies,BSC070N10NS3GATMA1,"1",Surface Mount,-55°C ~ 150°C (TJ),"8-PowerTDFN",TapeAndReel,Active,"114W (Tc)","0.63","7mOhm @ 50A, 10V",OptiMOS™,DigiKey,BSC070N10NS3GATMA1CT-ND,"","","","","","","","","","",PG-TDSON-8-1,symbols/FET - N-CH/SCH - FET - N-CH - INFINEON BSC MOSFET N-CH.SCHLIB,INFINEON BSC MOSFET N-CH,MOSFET (Metal Oxide),"","",±20V,"3.5V @ 75µA"
