Part Type,Part Number,Schematic Part,Part Value,"Capacitance @ Vr, F",Current - Average Rectified (Io),Current - Reverse Leakage @ Vr,Reverse Recovery Time (trr),Speed,Voltage - DC Reverse (Vr) (Max),Voltage - Forward (Vf) (Max) @ If,Voltage,Allegro PCB Footprint,Package / Case,Pspice Model,Power,Availability,Data Sheet,Description,Mounting Type,Size,Number of Pins,Operating Temperature,Distributor Part Number,Manufacturer,Manufacturer Part Number,Price,ActivepartsID
DIODE,MURS120-E3/5BT,diodes\Diode,,,2A,2µA @ 200V,35ns,"Fast Recovery =< 500ns, > 200mA (Io)",200V,875mV @ 1A,,,"DO-214AA, SMB",,,,http://www.vishay.com/docs/88687/murs120.pdf,DIODE GEN PURP 200V 2A DO214AA,Surface Mount,,2,-65°C ~ 175°C,,Vishay Semiconductor Diodes Division,,,
DIODE,RS2J-13-F,diodes\Diode,,"30pF @ 4V, 1MHz",1.5A,5µA @ 600V,250ns,"Fast Recovery =< 500ns, > 200mA (Io)",600V,1.3V @ 1.5A,,,"DO-214AA, SMB",,,,https://www.diodes.com/assets/Datasheets/ds15004.pdf,DIODE GEN PURP 600V 1.5A SMB,Surface Mount,,2,-65°C ~ 150°C,,Diodes Incorporated,,,
DIODE,S2MTR,diodes\Diode,,"30pF @ 4V, 1MHz",2A,5µA @ 1000V,2.5µs,"Standard Recovery >500ns, > 200mA (Io)",1000V,1.1V @ 2A,,,"DO-214AA, SMB",,,,http://www.smc-diodes.com/propdf/S2A-S2M%20N0562%20REV.A.pdf,DIODE GEN PURP 1KV 2A SMB,Surface Mount,,2,-55°C ~ 150°C,,SMC Diode Solutions,,,
DIODE,S2A R5G,diodes\Diode,,"30pF @ 4V, 1MHz",2A,1µA @ 50V,1.5µs,"Standard Recovery >500ns, > 200mA (Io)",50V,1.15V @ 2A,,,"DO-214AA, SMB",,,,https://www.taiwansemi.com/products/datasheet/S2A%20SERIES_M1805.pdf,DIODE GEN PURP 50V 2A DO214AA,Surface Mount,,2,-55°C ~ 150°C,,Taiwan Semiconductor Corporation,,,
DIODE,S3GB R5G,diodes\Diode,,"40pF @ 4V, 1MHz",3A,10µA @ 400V,1.5µs,"Standard Recovery >500ns, > 200mA (Io)",400V,1.15V @ 3A,,,"DO-214AA, SMB",,,,https://www.taiwansemi.com/products/datasheet/S3AB%20SERIES_L1705.pdf,DIODE GEN PURP 400V 3A DO214AA,Surface Mount,,2,-55°C ~ 150°C,,Taiwan Semiconductor Corporation,,,
DIODE,S3KB R5G,diodes\Diode,,"40pF @ 4V, 1MHz",3A,10µA @ 800V,1.5µs,"Standard Recovery >500ns, > 200mA (Io)",800V,1.15V @ 3A,,,"DO-214AA, SMB",,,,https://www.taiwansemi.com/products/datasheet/S3AB%20SERIES_L1705.pdf,DIODE GEN PURP 800V 3A DO214AA,Surface Mount,,2,-55°C ~ 150°C,,Taiwan Semiconductor Corporation,,,
DIODE,S3MB R5G,diodes\Diode,,"40pF @ 4V, 1MHz",3A,10µA @ 1000V,1.5µs,"Standard Recovery >500ns, > 200mA (Io)",1000V,1.15V @ 3A,,,"DO-214AA, SMB",,,,https://www.taiwansemi.com/products/datasheet/S3AB%20SERIES_L1705.pdf,DIODE GEN PURP 1KV 3A DO214AA,Surface Mount,,2,-55°C ~ 150°C,,Taiwan Semiconductor Corporation,,,
DIODE,S2M R5G,diodes\Diode,,"30pF @ 4V, 1MHz",2A,1µA @ 1000V,1.5µs,"Standard Recovery >500ns, > 200mA (Io)",1000V,1.15V @ 2A,,,"DO-214AA, SMB",,,,https://www.taiwansemi.com/products/datasheet/S2A%20SERIES_M1805.pdf,DIODE GEN PURP 1KV 2A DO214AA,Surface Mount,,2,-55°C ~ 150°C,,Taiwan Semiconductor Corporation,,,
DIODE,S3BB R5G,diodes\Diode,,"40pF @ 4V, 1MHz",3A,10µA @ 100V,1.5µs,"Standard Recovery >500ns, > 200mA (Io)",100V,1.15V @ 3A,,,"DO-214AA, SMB",,,,https://www.taiwansemi.com/products/datasheet/S3AB%20SERIES_L1705.pdf,DIODE GEN PURP 100V 3A DO214AA,Surface Mount,,2,-55°C ~ 150°C,,Taiwan Semiconductor Corporation,,,
DIODE,S2J-E3/5BT,diodes\Diode,,"16pF @ 4V, 1MHz",1.5A,1µA @ 600V,2µs,"Standard Recovery >500ns, > 200mA (Io)",600V,1.15V @ 1.5A,,,"DO-214AA, SMB",,,,//media.digikey.com/pdf/Data%20Sheets/Vishay%20Semiconductors/S2x.pdf,DIODE GEN PURP 600V 1.5A DO214AA,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE,S2JHE3_A/I,diodes\Diode,,"16pF @ 4V, 1MHz",1.5A,1µA @ 600V,2µs,"Standard Recovery >500ns, > 200mA (Io)",600V,1.15V @ 1.5A,,,"DO-214AA, SMB",,,,http://www.vishay.com/docs/88712/s2a.pdf,DIODE GEN PURP 600V 1.5A DO214AA,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE,ES2D R5G,diodes\Diode,,"25pF @ 4V, 1MHz",2A,10µA @ 200V,35ns,"Fast Recovery =< 500ns, > 200mA (Io)",200V,950mV @ 2A,,,"DO-214AA, SMB",,,,https://www.taiwansemi.com/products/datasheet/ES2A%20SERIES_K1701.pdf,DIODE GEN PURP 200V 2A DO214AA,Surface Mount,,2,-55°C ~ 150°C,,Taiwan Semiconductor Corporation,,,
DIODE,RS2J R5G,diodes\Diode,,"50pF @ 4V, 1MHz",2A,5µA @ 600V,250ns,"Fast Recovery =< 500ns, > 200mA (Io)",600V,1.3V @ 2A,,,"DO-214AA, SMB",,,,https://www.taiwansemi.com/products/datasheet/RS2A%20SERIES_J1701.pdf,DIODE GEN PURP 600V 2A DO214AA,Surface Mount,,2,-55°C ~ 150°C,,Taiwan Semiconductor Corporation,,,
DIODE,S5GBHR5G,diodes\Diode,,"40pF @ 4V, 1MHz",5A,10µA @ 400V,,"Fast Recovery =< 500ns, > 200mA (Io)",400V,1.1V @ 5A,,,"DO-214AA, SMB",,,,https://www.taiwansemi.com/products/datasheet/S5GB%20SERIES_C1701.pdf,DIODE GEN PURP 400V 5A DO214AA,Surface Mount,,2,-55°C ~ 150°C,,Taiwan Semiconductor Corporation,,,
DIODE,S5JBHR5G,diodes\Diode,,"40pF @ 4V, 1MHz",5A,10µA @ 600V,,"Fast Recovery =< 500ns, > 200mA (Io)",600V,1.1V @ 5A,,,"DO-214AA, SMB",,,,https://www.taiwansemi.com/products/datasheet/S5GB%20SERIES_C1701.pdf,DIODE GEN PURP 600V 5A DO214AA,Surface Mount,,2,-55°C ~ 150°C,,Taiwan Semiconductor Corporation,,,
DIODE,S2D-E3/5BT,diodes\Diode,,"16pF @ 4V, 1MHz",1.5A,1µA @ 200V,2µs,"Standard Recovery >500ns, > 200mA (Io)",200V,1.15V @ 1.5A,,,"DO-214AA, SMB",,,,//media.digikey.com/pdf/Data%20Sheets/Vishay%20Semiconductors/S2x.pdf,DIODE GEN PURP 200V 1.5A DO214AA,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE,RS2B-E3/52T,diodes\Diode,,"20pF @ 4V, 1MHz",1.5A,5µA @ 100V,150ns,"Fast Recovery =< 500ns, > 200mA (Io)",100V,1.3V @ 1.5A,,,"DO-214AA, SMB",,,,http://www.vishay.com/docs/88708/rs2a.pdf,DIODE GEN PURP 100V 1.5A DO214AA,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE,MUR160S R5G,diodes\Diode,,,1A,5µA @ 600V,,"Fast Recovery =< 500ns, > 200mA (Io)",600V,1.25V @ 1A,,,"DO-214AA, SMB",,,,https://www.taiwansemi.com/products/datasheet/MUR105S%20SERIES_K1701.pdf,DIODE GEN PURP 600V 1A DO214AA,Surface Mount,,2,-55°C ~ 175°C,,Taiwan Semiconductor Corporation,,,
DIODE,S2J-13-F,diodes\Diode,,"20pF @ 4V, 1MHz",1.5A,5µA @ 600V,,"Standard Recovery >500ns, > 200mA (Io)",600V,1.15V @ 1.5A,,,"DO-214AA, SMB",,,,https://www.diodes.com/assets/Datasheets/ds16004.pdf,DIODE GEN PURP 600V 1.5A SMB,Surface Mount,,2,-65°C ~ 150°C,,Diodes Incorporated,,,
DIODE,CFRB207-G,diodes\Diode,,,2A,5µA @ 1000V,500ns,"Fast Recovery =< 500ns, > 200mA (Io)",1000V,1.3V @ 2A,,,"DO-214AA, SMB",,,,http://www.comchiptech.com/admin/files/product/CFRB201-G Thru. CFRB207-G RevA.pdf,DIODE GEN PURP 1KV 2A DO214AA,Surface Mount,,2,150°C (Max),,Comchip Technology,,,
DIODE,S3JB R5G,diodes\Diode,,"40pF @ 4V, 1MHz",3A,10µA @ 600V,1.5µs,"Standard Recovery >500ns, > 200mA (Io)",600V,1.15V @ 3A,,,"DO-214AA, SMB",,,,https://www.taiwansemi.com/products/datasheet/S3AB%20SERIES_L1705.pdf,DIODE GEN PURP 600V 3A DO214AA,Surface Mount,,2,-55°C ~ 150°C,,Taiwan Semiconductor Corporation,,,
DIODE,S2J-E3/52T,diodes\Diode,,"16pF @ 4V, 1MHz",1.5A,1µA @ 600V,2µs,"Standard Recovery >500ns, > 200mA (Io)",600V,1.15V @ 1.5A,,,"DO-214AA, SMB",,,,//media.digikey.com/pdf/Data%20Sheets/Vishay%20Semiconductors/S2x.pdf,DIODE GEN PURP 600V 1.5A DO214AA,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE,HS3MB R5G,diodes\Diode,,"50pF @ 4V, 1MHz",3A,10µA @ 1000V,75ns,"Fast Recovery =< 500ns, > 200mA (Io)",1000V,1.7V @ 3A,,,"DO-214AA, SMB",,,,https://www.taiwansemi.com/products/datasheet/HS3AB%20SERIES_K1701.pdf,DIODE GEN PURP 1KV 3A DO214AA,Surface Mount,,2,-55°C ~ 150°C,,Taiwan Semiconductor Corporation,,,
DIODE,CGRB201-G,diodes\Diode,,,2A,5µA @ 50V,,"Standard Recovery >500ns, > 200mA (Io)",50V,1.1V @ 2A,,,"DO-214AA, SMB",,,,http://www.comchiptech.com/admin/files/product/CGRB201-G Thru. CGRB207-G RevB.pdf,DIODE GEN PURP 50V 2A DO214AA,Surface Mount,,2,150°C (Max),,Comchip Technology,,,
DIODE,S2B-13-F,diodes\Diode,,"20pF @ 4V, 1MHz",1.5A,5µA @ 100V,,"Standard Recovery >500ns, > 200mA (Io)",100V,1.15V @ 1.5A,,,"DO-214AA, SMB",,,,https://www.diodes.com/assets/Datasheets/ds16004.pdf,DIODE GEN PURP 100V 1.5A SMB,Surface Mount,,2,-65°C ~ 150°C,,Diodes Incorporated,,,
DIODE,S2D-13-F,diodes\Diode,,"20pF @ 4V, 1MHz",1.5A,5µA @ 200V,,"Standard Recovery >500ns, > 200mA (Io)",200V,1.15V @ 1.5A,,,"DO-214AA, SMB",,,,https://www.diodes.com/assets/Datasheets/ds16004.pdf,DIODE GEN PURP 200V 1.5A SMB,Surface Mount,,2,-65°C ~ 150°C,,Diodes Incorporated,,,
DIODE,S2K,diodes\Diode,,"30pF @ 4V, 1MHz",2A,1µA @ 800V,2µs,"Standard Recovery >500ns, > 200mA (Io)",800V,1.15V @ 2A,,,"DO-214AA, SMB",,,,https://www.onsemi.com/pub/Collateral/S2M-D.pdf,DIODE GEN PURP 800V 2A SMB,Surface Mount,,2,-65°C ~ 150°C,,ON Semiconductor,,,
DIODE,ER2JTR,diodes\Diode,,"25pF @ 4V, 1MHz",2A,5µA @ 600V,35ns,"Fast Recovery =< 500ns, > 200mA (Io)",600V,1.25V @ 2A,,,"DO-214AA, SMB",,,,http://www.smc-diodes.com/propdf/ER2(A-J)%20N0132%20REV.F.pdf,DIODE GEN PURP 600V 2A SMB,Surface Mount,,2,-65°C ~ 150°C,,SMC Diode Solutions,,,
DIODE,MURS120TR,diodes\Diode,,,1A,2µA @ 200V,25ns,"Fast Recovery =< 500ns, > 200mA (Io)",200V,900mV @ 1A,,,"DO-214AA, SMB",,,,http://www.smc-diodes.com/propdf/MURS120%20N0161%20REV.A.pdf,DIODE GEN PURP 200V 1A SMB,Surface Mount,,2,-55°C ~ 150°C,,SMC Diode Solutions,,,
DIODE,HS3KB R5G,diodes\Diode,,"50pF @ 4V, 1MHz",3A,10µA @ 800V,75ns,"Fast Recovery =< 500ns, > 200mA (Io)",800V,1.7V @ 3A,,,"DO-214AA, SMB",,,,https://www.taiwansemi.com/products/datasheet/HS3AB%20SERIES_K1701.pdf,DIODE GEN PURP 800V 3A DO214AA,Surface Mount,,2,-55°C ~ 150°C,,Taiwan Semiconductor Corporation,,,
DIODE,S3DB-TP,diodes\Diode,,,3A,10µA @ 200V,,"Standard Recovery >500ns, > 200mA (Io)",200V,1.15V @ 3A,,,"DO-214AA, SMB",,,,https://www.mccsemi.com/pdf/Products/S3AB-S3MB(SMB).PDF,DIODE GEN PURP 200V 3A DO214AA,Surface Mount,,2,,,Micro Commercial Co,,,
DIODE,MURS3JB-TP,diodes\Diode,,,3A,10µA @ 600V,50ns,"Fast Recovery =< 500ns, > 200mA (Io)",600V,1.25V @ 3A,,,"DO-214AA, SMB",,,,https://www.mccsemi.com/pdf/Products/MURS3JB(SMB)-A.pdf,"3A,600V, SUPER FAST RECOVERY REC",Surface Mount,,2,-55°C ~ 150°C,,Micro Commercial Co,,,
DIODE,RS3MB-T R5G,diodes\Diode,,"50pF @ 4V, 1MHz",3A (DC),5µA @ 1000V,500ns,"Fast Recovery =< 500ns, > 200mA (Io)",1000V,1.3V @ 3A,,,"DO-214AA, SMB",,,,https://www.taiwansemi.com/products/datasheet/RS3DB-T%20SERIES_A1905.pdf,150NS 3A 1000V FAST RECOVERY REC,Surface Mount,,2,-55°C ~ 150°C,,Taiwan Semiconductor Corporation,,,
DIODE,RS3KB-T R5G,diodes\Diode,,"50pF @ 4V, 1MHz",3A (DC),5µA @ 800V,500ns,"Fast Recovery =< 500ns, > 200mA (Io)",800V,1.3V @ 3A,,,"DO-214AA, SMB",,,,https://www.taiwansemi.com/products/datasheet/RS3DB-T%20SERIES_A1905.pdf,150NS 3A 800V FAST RECOVERY RECT,Surface Mount,,2,-55°C ~ 150°C,,Taiwan Semiconductor Corporation,,,
DIODE,RS3DB-T R5G,diodes\Diode,,"50pF @ 4V, 1MHz",3A (DC),5µA @ 200V,150ns,"Fast Recovery =< 500ns, > 200mA (Io)",200V,1.3V @ 3A,,,"DO-214AA, SMB",,,,https://www.taiwansemi.com/products/datasheet/RS3DB-T%20SERIES_A1905.pdf,150NS 3A 200V FAST RECOVERY RECT,Surface Mount,,2,-55°C ~ 150°C,,Taiwan Semiconductor Corporation,,,
DIODE,ES2C-E3/52T,diodes\Diode,,"18pF @ 4V, 1MHz",2A,10µA @ 150V,30ns,"Fast Recovery =< 500ns, > 200mA (Io)",150V,900mV @ 2A,,,"DO-214AA, SMB",,,,http://www.vishay.com/docs/88587/es2.pdf,DIODE GEN PURP 150V 2A DO214AA,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE,MURS230T3G,diodes\Diode,,,2A,5µA @ 300V,65ns,"Fast Recovery =< 500ns, > 200mA (Io)",300V,1.3V @ 2A,,,"DO-214AA, SMB",,,,https://www.onsemi.com/pub/Collateral/MURS230T3-D.PDF,DIODE GEN PURP 300V 2A SMB,Surface Mount,,2,-65°C ~ 175°C,,ON Semiconductor,,,
DIODE,HS2M R5G,diodes\Diode,,"30pF @ 4V, 1MHz",2A,5µA @ 1000V,75ns,"Fast Recovery =< 500ns, > 200mA (Io)",1000V,1.7V @ 2A,,,"DO-214AA, SMB",,,,https://www.taiwansemi.com/products/datasheet/HS2A%20SERIES_K1701.pdf,DIODE GEN PURP 1KV 2A DO214AA,Surface Mount,,2,-55°C ~ 150°C,,Taiwan Semiconductor Corporation,,,
DIODE,S3GB-TP,diodes\Diode,,"40pF @ 4V, 1MHz",3A,10µA @ 400V,,"Standard Recovery >500ns, > 200mA (Io)",400V,1.15V @ 3A,,,"DO-214AA, SMB",,,,https://www.mccsemi.com/pdf/Products/S3AB-S3MB(SMB).PDF,DIODE GEN PURP 400V 3A DO214AA,Surface Mount,,2,,,Micro Commercial Co,,,
DIODE,MURS3GB-TP,diodes\Diode,,"40pF @ 4V, 1MHz",3A,5µA @ 400V,35ns,"Fast Recovery =< 500ns, > 200mA (Io)",400V,1V @ 3A,,,"DO-214AA, SMB",,,,https://www.mccsemi.com/pdf/Products/MURS3GB(SMB)-B.pdf,"3A,400V, SUPER FAST RECOVERY REC",Surface Mount,,2,-55°C ~ 150°C,,Micro Commercial Co,,,
DIODE,US2M-TP,diodes\Diode,,"28pF @ 4V, 1MHz",2A,5µA @ 1000V,100ns,"Fast Recovery =< 500ns, > 200mA (Io)",1000V,1.7V @ 2A,,,"DO-214AA, SMB",,,,https://www.mccsemi.com/pdf/Products/US2A-US2M(DO-214AA).pdf,DIODE GEN PURP 1KV 2A DO214AA,Surface Mount,,2,-50°C ~ 150°C,,Micro Commercial Co,,,
DIODE,ES3JB R5G,diodes\Diode,,"34pF @ 4V, 1MHz",3A,10µA @ 600V,35ns,"Fast Recovery =< 500ns, > 200mA (Io)",600V,1.45V @ 3A,,,"DO-214AA, SMB",,,,https://www.taiwansemi.com/products/datasheet/ES3AB%20SERIES_B1706.pdf,DIODE GEN PURP 600V 3A DO214AA,Surface Mount,,2,-55°C ~ 150°C,,Taiwan Semiconductor Corporation,,,
DIODE,ES3DBHR5G,diodes\Diode,,"46pF @ 4V, 1MHz",3A,100µA @ 200V,35ns,"Fast Recovery =< 500ns, > 200mA (Io)",200V,1V @ 3A,,,"DO-214AA, SMB",,,,https://www.taiwansemi.com/products/datasheet/ES3AB%20SERIES_B1706.pdf,DIODE GEN PURP 200V 3A DO214AA,Surface Mount,,2,-55°C ~ 150°C,,Taiwan Semiconductor Corporation,,,
DIODE,RS2M-13-F,diodes\Diode,,"30pF @ 4V, 1MHz",1.5A,5µA @ 1000V,500ns,"Fast Recovery =< 500ns, > 200mA (Io)",1000V,1.3V @ 1.5A,,,"DO-214AA, SMB",,,,https://www.diodes.com/assets/Datasheets/ds15004.pdf,DIODE GEN PURP 1KV 1.5A SMB,Surface Mount,,2,-65°C ~ 150°C,,Diodes Incorporated,,,
DIODE,CMR2U-01 TR13 PBFREE,diodes\Diode,,"28pF @ 4V, 1MHz",2A,10µA @ 100V,50ns,"Fast Recovery =< 500ns, > 200mA (Io)",100V,1V @ 2A,,,"DO-214AA, SMB",,,,https://my.centralsemi.com/get_document.php?cmp=1&mergetype=pd&mergepath=pd&pdf_id=CMR2U-06.PDF,DIODE GEN PURP 100V 2A SMB,Surface Mount,,2,-65°C ~ 150°C,,Central Semiconductor Corp,,,
DIODE,CMR1U-01 TR13 PBFREE,diodes\Diode,,"10pF @ 4V, 1MHz",1A,5µA @ 100V,50ns,"Fast Recovery =< 500ns, > 200mA (Io)",100V,1V @ 1A,,,"DO-214AA, SMB",,,,https://my.centralsemi.com/get_document.php?cmp=1&mergetype=pd&mergepath=pd&pdf_id=CMR1U-01.PDF,DIODE GEN PURP 100V 1A SMB,Surface Mount,,2,-65°C ~ 175°C,,Central Semiconductor Corp,,,
DIODE,CMR2U-02 TR13 PBFREE,diodes\Diode,,"28pF @ 4V, 1MHz",2A,10µA @ 200V,50ns,"Fast Recovery =< 500ns, > 200mA (Io)",200V,1V @ 2A,,,"DO-214AA, SMB",,,,https://my.centralsemi.com/get_document.php?cmp=1&mergetype=pd&mergepath=pd&pdf_id=CMR2U-06.PDF,DIODE GEN PURP 200V 2A SMB,Surface Mount,,2,-65°C ~ 150°C,,Central Semiconductor Corp,,,
DIODE,CMR1S-02 TR13 PBFREE,diodes\Diode,,"10pF @ 4V, 1MHz",1A,5µA @ 200V,35ns,"Fast Recovery =< 500ns, > 200mA (Io)",200V,950mV @ 1A,,,"DO-214AA, SMB",,,,https://my.centralsemi.com/get_document.php?cmp=1&mergetype=pd&mergepath=pd&pdf_id=CMR1S-01_02.PDF,DIODE GEN PURP 200V 1A SMB,Surface Mount,,2,-65°C ~ 150°C,,Central Semiconductor Corp,,,
DIODE,SURS8120T3G,diodes\Diode,,,1A,2µA @ 200V,35ns,"Fast Recovery =< 500ns, > 200mA (Io)",200V,875mV @ 1A,,,"DO-214AA, SMB",,,,http://www.onsemi.com/pub/Collateral/MURS120T3-D.PDF,DIODE GEN PURP 200V 1A SMB,Surface Mount,,2,-65°C ~ 175°C,,ON Semiconductor,,,
DIODE,S2B-E3/52T,diodes\Diode,,"16pF @ 4V, 1MHz",1.5A,1µA @ 100V,2µs,"Standard Recovery >500ns, > 200mA (Io)",100V,1.15V @ 1.5A,,,"DO-214AA, SMB",,,,//media.digikey.com/pdf/Data%20Sheets/Vishay%20Semiconductors/S2x.pdf,DIODE GEN PURP 100V 1.5A DO214AA,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE,MURS210T3G,diodes\Diode,,,2A,2µA @ 100V,30ns,"Fast Recovery =< 500ns, > 200mA (Io)",100V,940mV @ 2A,,,"DO-214AA, SMB",,,,https://www.onsemi.com/pub/Collateral/MURS205T3-D.PDF,DIODE GEN PURP 100V 2A SMB,Surface Mount,,2,-60°C ~ 175°C,,ON Semiconductor,,,
DIODE,ES2A,diodes\Diode,,"18pF @ 4V, 1MHz",2A,10µA @ 50V,20ns,"Fast Recovery =< 500ns, > 200mA (Io)",50V,900mV @ 2A,,,"DO-214AA, SMB",,,,https://www.onsemi.com/pub/Collateral/ES2D-D.pdf,DIODE GEN PURP 50V 2A DO214AA,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE,S2M-E3/52T,diodes\Diode,,"16pF @ 4V, 1MHz",1.5A,1µA @ 1000V,2µs,"Standard Recovery >500ns, > 200mA (Io)",1000V,1.15V @ 1.5A,,,"DO-214AA, SMB",,,,//media.digikey.com/pdf/Data%20Sheets/Vishay%20Semiconductors/S2x.pdf,DIODE GEN PURP 1KV 1.5A DO214,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE,CURB207-G,diodes\Diode,,,2A,5µA @ 1000V,75ns,"Fast Recovery =< 500ns, > 200mA (Io)",1000V,1.7V @ 2A,,,"DO-214AA, SMB",,,,http://www.comchiptech.com/admin/files/product/CURB201-G%20Thur.%20CURB207-G%20RevB.pdf,DIODE GEN PURP 1KV 2A DO214AA,Surface Mount,,2,150°C (Max),,Comchip Technology,,,
DIODE,ER3MB-TP,diodes\Diode,,"45pF @ 4V, 1MHz",3A,5µA @ 1000V,75ns,"Fast Recovery =< 500ns, > 200mA (Io)",1000V,1.7V @ 3A,,,"DO-214AA, SMB",,,,https://www.mccsemi.com/pdf/Products/ER3AB-ER3MB(SMB).pdf,DIODE GEN PURP 1KV 3A DO214AA,Surface Mount,,2,-55°C ~ 150°C,,Micro Commercial Co,,,
DIODE,S3AB-13-F,diodes\Diode,,"40pF @ 4V, 1MHz",3A,10µA @ 50V,,"Standard Recovery >500ns, > 200mA (Io)",50V,1.15V @ 3A,,,"DO-214AA, SMB",,,,https://www.diodes.com/assets/Datasheets/ds16005.pdf,DIODE GEN PURP 50V 3A SMB,Surface Mount,,2,-65°C ~ 150°C,,Diodes Incorporated,,,
DIODE,S3DB-13-F,diodes\Diode,,"40pF @ 4V, 1MHz",3A,10µA @ 200V,,"Standard Recovery >500ns, > 200mA (Io)",200V,1.15V @ 3A,,,"DO-214AA, SMB",,,,https://www.diodes.com/assets/Datasheets/ds16005.pdf,DIODE GEN PURP 200V 3A SMB,Surface Mount,,2,-65°C ~ 150°C,,Diodes Incorporated,,,
DIODE,S3KB-13-F,diodes\Diode,,"40pF @ 4V, 1MHz",3A,10µA @ 800V,,"Standard Recovery >500ns, > 200mA (Io)",800V,1.15V @ 3A,,,"DO-214AA, SMB",,,,https://www.diodes.com/assets/Datasheets/ds16005.pdf,DIODE GEN PURP 800V 3A SMB,Surface Mount,,2,-65°C ~ 150°C,,Diodes Incorporated,,,
DIODE,STTH2R02U,diodes\Diode,,,2A,3µA @ 200V,30ns,"Fast Recovery =< 500ns, > 200mA (Io)",200V,1V @ 2A,,,"DO-214AA, SMB",,,,http://www.st.com/content/ccc/resource/technical/document/datasheet/group2/22/04/b2/71/c0/82/44/72/CD00110332/files/CD00110332.pdf/jcr:content/translations/en.CD00110332.pdf,DIODE GEN PURP 200V 2A SMB,Surface Mount,,2,175°C (Max),,STMicroelectronics,,,
DIODE,S3MB,diodes\Diode,,,3A,10µA @ 1000V,1.5µs,"Standard Recovery >500ns, > 200mA (Io)",1000V,1.15V @ 3A,,,"DO-214AA, SMB",,,,https://www.onsemi.com/pub/Collateral/S3MB-D.PDF,DIODE GP 1000V 3A SMB,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE,S3JB,diodes\Diode,,,3A,10µA @ 600V,1.5µs,"Standard Recovery >500ns, > 200mA (Io)",600V,1.15V @ 3A,,,"DO-214AA, SMB",,,,https://www.onsemi.com/pub/Collateral/S3MB-D.PDF,DIODE GP 600V 3A SMB,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE,S1GT-04LC-F,diodes\Diode,,,1A,5µA @ 400V,,"Fast Recovery =< 500ns, > 200mA (Io)",400V,1.1V @ 1A,,,"DO-214AA, SMB",,,,https://www.diodes.com/assets/Datasheets/ds16003.pdf,DIODE GEN PURP 400V 1A SMB,Surface Mount,,2,,,Diodes Incorporated,,,
DIODE,S3BBTR,diodes\Diode,,"60pF @ 4V, 1MHz",3A,5µA @ 100V,2.5µs,"Standard Recovery >500ns, > 200mA (Io)",100V,1.2V @ 3A,,,"DO-214AA, SMB",,,,http://www.smc-diodes.com/propdf/S3AB-S3MB%20N0563%20REV.B.pdf,DIODE GEN PURP 100V 3A SMB,Surface Mount,,2,-65°C ~ 150°C,,SMC Diode Solutions,,,
DIODE,S2GHE3_A/I,diodes\Diode,,"16pF @ 4V, 1MHz",1.5A,1µA @ 400V,2µs,"Standard Recovery >500ns, > 200mA (Io)",400V,1.15V @ 1.5A,,,"DO-214AA, SMB",,,,http://www.vishay.com/docs/88712/s2a.pdf,DIODE GEN PURP 400V 1.5A DO214AA,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE,US2K-TP,diodes\Diode,,"28pF @ 4V, 1MHz",2A,5µA @ 800V,75ns,"Fast Recovery =< 500ns, > 200mA (Io)",800V,1.65V @ 2A,,,"DO-214AA, SMB",,,,https://www.mccsemi.com/pdf/Products/US2A-US2M(DO-214AA)-V1.pdf,2AULTRAFASTRECOVERYRECTIFIERSDO-,Surface Mount,,2,-50°C ~ 150°C,,Micro Commercial Co,,,
DIODE,S2MHE3_A/I,diodes\Diode,,"16pF @ 4V, 1MHz",1.5A,1µA @ 1000V,2µs,"Standard Recovery >500ns, > 200mA (Io)",1000V,1.15V @ 1.5A,,,"DO-214AA, SMB",,,,http://www.vishay.com/docs/88712/s2a.pdf,DIODE GEN PURP 1KV 1.5A DO214AA,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE,ES3FB R5G,diodes\Diode,,"41pF @ 4V, 1MHz",3A,10µA @ 300V,35ns,"Fast Recovery =< 500ns, > 200mA (Io)",300V,1.13V @ 3A,,,"DO-214AA, SMB",,,,https://www.taiwansemi.com/products/datasheet/ES3AB%20SERIES_B1706.pdf,DIODE GEN PURP 300V 3A DO214AA,Surface Mount,,2,-55°C ~ 150°C,,Taiwan Semiconductor Corporation,,,
